classe_dsgtools,atributo_dsgtools,classe_gothic,atributo_gothic
tra_edif_rodoviaria,tipoedifrod,Edif_Rodoviaria,tipoEdifRod
tra_entroncamento,geometriaaproximada,Entroncamento,geometriaAproximada
tra_entroncamento,nomeabrev,Entroncamento,nomeAbrev
tra_entroncamento,tipoentroncamento,Entroncamento,tipoEntroncamento
tra_faixa_seguranca,geometriaaproximada,Faixa_Seguranca,geometriaAproximada
tra_fundeadouro,destinacaofundeadouro,Fundeadouro,destinacaoFundeadouro
tra_fundeadouro,geometriaaproximada,Fundeadouro,geometriaAproximada
tra_fundeadouro,nomeabrev,Fundeadouro,nomeAbrev
tra_funicular,geometriaaproximada,Funicular,geometriaAproximada
tra_funicular,nomeabrev,Funicular,nomeAbrev
tra_funicular,situacaofisica,Funicular,situacaoFisica
tra_galeria_bueiro,geometriaaproximada,Galeria_Bueiro,geometriaAproximada
tra_galeria_bueiro,matconstr,Galeria_Bueiro,matConstr
tra_galeria_bueiro,nomeabrev,Galeria_Bueiro,nomeAbrev
tra_galeria_bueiro,situacaofisica,Galeria_Bueiro,situacaoFisica
tra_girador_ferroviario,geometriaaproximada,Girador_Ferroviario,geometriaAproximada
tra_girador_ferroviario,nomeabrev,Girador_Ferroviario,nomeAbrev
tra_girador_ferroviario,situacaofisica,Girador_Ferroviario,situacaoFisica
tra_identific_trecho_rod,nomeabrev,Identific_Trecho_Rod,nomeAbrev
tra_local_critico,geometriaaproximada,Local_Critico,geometriaAproximada
tra_local_critico,nomeabrev,Local_Critico,nomeAbrev
tra_local_critico,tipolocalcrit,Local_Critico,tipoLocalCrit
tra_obstaculo_navegacao,geometriaaproximada,Obstaculo_Navegacao,geometriaAproximada
tra_obstaculo_navegacao,nomeabrev,Obstaculo_Navegacao,nomeAbrev
tra_obstaculo_navegacao,situacaoemagua,Obstaculo_Navegacao,situacaoEmAgua
tra_obstaculo_navegacao,tipoobst,Obstaculo_Navegacao,tipoObst
tra_passag_elevada_viaduto,gabhorizsup,Passag_Elevada_Viaduto,gabHorizSup
tra_passag_elevada_viaduto,gabvertsup,Passag_Elevada_Viaduto,gabVertSup
tra_passag_elevada_viaduto,geometriaaproximada,Passag_Elevada_Viaduto,geometriaAproximada
tra_passag_elevada_viaduto,matconstr,Passag_Elevada_Viaduto,matConstr
tra_passag_elevada_viaduto,modaluso,Passag_Elevada_Viaduto,modalUso
tra_passag_elevada_viaduto,nomeabrev,Passag_Elevada_Viaduto,nomeAbrev
tra_passag_elevada_viaduto,nrfaixas,Passag_Elevada_Viaduto,nrFaixas
tra_passag_elevada_viaduto,nrpistas,Passag_Elevada_Viaduto,nrPistas
tra_passag_elevada_viaduto,posicaopista,Passag_Elevada_Viaduto,posicaoPista
tra_passag_elevada_viaduto,situacaofisica,Passag_Elevada_Viaduto,situacaoFisica
tra_passag_elevada_viaduto,tipopassagviad,Passag_Elevada_Viaduto,tipoPassagViad
tra_passag_elevada_viaduto,vaolivrehoriz,Passag_Elevada_Viaduto,vaoLivreHoriz
tra_passag_elevada_viaduto,vaovertical,Passag_Elevada_Viaduto,vaoVertical
tra_passagem_nivel,geometriaaproximada,Passagem_Nivel,geometriaAproximada
tra_passagem_nivel,nomeabrev,Passagem_Nivel,nomeAbrev
tra_patio,geometriaaproximada,Patio,geometriaAproximada
tra_patio,modaluso,Patio,modalUso
tra_patio,nomeabrev,Patio,nomeAbrev
tra_patio,situacaofisica,Patio,situacaoFisica
tra_pista_ponto_pouso,geometriaaproximada,Pista_Ponto_Pouso,geometriaAproximada
tra_pista_ponto_pouso,nomeabrev,Pista_Ponto_Pouso,nomeAbrev
tra_pista_ponto_pouso,situacaofisica,Pista_Ponto_Pouso,situacaoFisica
tra_pista_ponto_pouso,tipopista,Pista_Ponto_Pouso,tipoPista
tra_pista_ponto_pouso,usopista,Pista_Ponto_Pouso,usoPista
tra_ponte,geometriaaproximada,Ponte,geometriaAproximada
tra_ponte,matconstr,Ponte,matConstr
tra_ponte,modaluso,Ponte,modalUso
tra_ponte,nomeabrev,Ponte,nomeAbrev
tra_ponte,nrfaixas,Ponte,nrFaixas
tra_ponte,nrpistas,Ponte,nrPistas
tra_ponte,posicaopista,Ponte,posicaoPista
tra_ponte,situacaofisica,Ponte,situacaoFisica
tra_ponte,tipoponte,Ponte,tipoPonte
tra_ponte,vaolivrehoriz,Ponte,vaoLivreHoriz
tra_ponte,vaovertical,Ponte,vaoVertical
tra_ponto_duto,geometriaaproximada,Ponto_Duto,geometriaAproximada
tra_ponto_hidroviario,geometriaaproximada,Ponto_Hidroviario,geometriaAproximada
tra_posto_combustivel,geometriaaproximada,Posto_Combustivel,geometriaAproximada
tra_posto_combustivel,matconstr,Posto_Combustivel,matConstr
tra_posto_combustivel,nomeabrev,Posto_Combustivel,nomeAbrev
tra_posto_combustivel,situacaofisica,Posto_Combustivel,situacaoFisica
tra_sinalizacao,geometriaaproximada,Sinalizacao,geometriaAproximada
tra_sinalizacao,nomeabrev,Sinalizacao,nomeAbrev
tra_sinalizacao,situacaofisica,Sinalizacao,situacaoFisica
tra_sinalizacao,tiposinal,Sinalizacao,tipoSinal
tra_travessia,geometriaaproximada,Travessia,geometriaAproximada
tra_travessia,nomeabrev,Travessia,nomeAbrev
tra_travessia,tipotravessia,Travessia,tipoTravessia
tra_travessia_pedestre,geometriaaproximada,Travessia_Pedestre,geometriaAproximada
tra_travessia_pedestre,matconstr,Travessia_Pedestre,matConstr
tra_travessia_pedestre,nomeabrev,Travessia_Pedestre,nomeAbrev
tra_travessia_pedestre,situacaofisica,Travessia_Pedestre,situacaoFisica
tra_travessia_pedestre,tipotravessiaped,Travessia_Pedestre,tipoTravessiaPed
tra_trecho_duto,geometriaaproximada,Trecho_Duto,geometriaAproximada
tra_trecho_duto,matconstr,Trecho_Duto,matConstr
tra_trecho_duto,mattransp,Trecho_Duto,matTransp
tra_trecho_duto,nomeabrev,Trecho_Duto,nomeAbrev
tra_trecho_duto,nrdutos,Trecho_Duto,nrDutos
tra_trecho_duto,posicaorelativa,Trecho_Duto,posicaoRelativa
tra_trecho_duto,situacaoespacial,Trecho_Duto,situacaoEspacial
tra_trecho_duto,situacaofisica,Trecho_Duto,situacaoFisica
tra_trecho_duto,tipotrechoduto,Trecho_Duto,tipoTrechoDuto
tra_trecho_ferroviario,codtrechoferrov,Trecho_Ferroviario,codTrechoFerrov
tra_trecho_ferroviario,emarruamento,Trecho_Ferroviario,emArruamento
tra_trecho_ferroviario,geometriaaproximada,Trecho_Ferroviario,geometriaAproximada
tra_trecho_ferroviario,nomeabrev,Trecho_Ferroviario,nomeAbrev
tra_trecho_ferroviario,nrlinhas,Trecho_Ferroviario,nrLinhas
tra_trecho_ferroviario,posicaorelativa,Trecho_Ferroviario,posicaoRelativa
tra_trecho_ferroviario,situacaofisica,Trecho_Ferroviario,situacaoFisica
tra_trecho_ferroviario,tipotrechoferrov,Trecho_Ferroviario,tipoTrechoFerrov
tra_trecho_hidroviario,caladomaxseca,Trecho_Hidroviario,caladoMaxSeca
tra_trecho_hidroviario,extensaotrecho,Trecho_Hidroviario,extensaoTrecho
tra_trecho_hidroviario,geometriaaproximada,Trecho_Hidroviario,geometriaAproximada
tra_trecho_hidroviario,nomeabrev,Trecho_Hidroviario,nomeAbrev
tra_trecho_hidroviario,situacaofisica,Trecho_Hidroviario,situacaoFisica
tra_trecho_rodoviario,canteirodivisorio,Trecho_Rodoviario,canteiroDivisorio
tra_trecho_rodoviario,codtrechorodov,Trecho_Rodoviario,codTrechoRodov
tra_trecho_rodoviario,geometriaaproximada,Trecho_Rodoviario,geometriaAproximada
tra_trecho_rodoviario,nrfaixas,Trecho_Rodoviario,nrFaixas
tra_trecho_rodoviario,nrpistas,Trecho_Rodoviario,nrPistas
tra_trecho_rodoviario,situacaofisica,Trecho_Rodoviario,situacaoFisica
tra_trecho_rodoviario,tipotrechorod,Trecho_Rodoviario,tipoTrechoRod
tra_trilha_picada,geometriaaproximada,Trilha_Picada,geometriaAproximada
tra_trilha_picada,nomeabrev,Trilha_Picada,nomeAbrev
tra_tunel,geometriaaproximada,Tunel,geometriaAproximada
tra_tunel,matconstr,Tunel,matConstr
tra_tunel,modaluso,Tunel,modalUso
tra_tunel,nomeabrev,Tunel,nomeAbrev
tra_tunel,nrfaixas,Tunel,nrFaixas
tra_tunel,nrpistas,Tunel,nrPistas
tra_tunel,posicaopista,Tunel,posicaoPista
tra_tunel,situacaofisica,Tunel,situacaoFisica
tra_tunel,tipotunel,Tunel,tipoTunel
veg_brejo_pantano,alturamediaindividuos,Brejo_Pantano,alturaMediaIndividuos
veg_brejo_pantano,classificacaoporte,Brejo_Pantano,classificacaoPorte
veg_brejo_pantano,geometriaaproximada,Brejo_Pantano,geometriaAproximada
veg_brejo_pantano,nomeabrev,Brejo_Pantano,nomeAbrev
veg_brejo_pantano,tipobrejopantano,Brejo_Pantano,tipoBrejoPantano
veg_caatinga,alturamediaindividuos,Caatinga,alturaMediaIndividuos
veg_caatinga,classificacaoporte,Caatinga,classificacaoPorte
veg_caatinga,geometriaaproximada,Caatinga,geometriaAproximada
veg_caatinga,nomeabrev,Caatinga,nomeAbrev
veg_campinarana,alturamediaindividuos,Campinarana,alturaMediaIndividuos
veg_campinarana,classificacaoporte,Campinarana,classificacaoPorte
veg_campinarana,geometriaaproximada,Campinarana,geometriaAproximada
veg_campinarana,nomeabrev,Campinarana,nomeAbrev
veg_campo,geometriaaproximada,Campo,geometriaAproximada
veg_campo,nomeabrev,Campo,nomeAbrev
veg_campo,ocorrenciaem,Campo,ocorrenciaEm
veg_campo,tipocampo,Campo,tipoCampo
veg_cerrado_cerradao,alturamediaindividuos,Cerrado_Cerradao,alturaMediaIndividuos
veg_cerrado_cerradao,classificacaoporte,Cerrado_Cerradao,classificacaoPorte
veg_cerrado_cerradao,geometriaaproximada,Cerrado_Cerradao,geometriaAproximada
veg_cerrado_cerradao,nomeabrev,Cerrado_Cerradao,nomeAbrev
veg_cerrado_cerradao,tipocerr,Cerrado_Cerradao,tipoCerr
veg_descontinuidade_geometrica,motivodescontinuidade,Descontinuidade_Geom_VEG,motivoDescontinuidade
veg_estepe,alturamediaindividuos,Estepe,alturaMediaIndividuos
veg_estepe,geometriaaproximada,Estepe,geometriaAproximada
veg_estepe,nomeabrev,Estepe,nomeAbrev
veg_floresta,alturamediaindividuos,Floresta,alturaMediaIndividuos
veg_floresta,caracteristicafloresta,Floresta,caracteristicaFloresta
veg_floresta,classificacaoporte,Floresta,classificacaoPorte
veg_floresta,especiepredominante,Floresta,especiePredominante
veg_floresta,geometriaaproximada,Floresta,geometriaAproximada
veg_floresta,nomeabrev,Floresta,nomeAbrev
veg_macega_chavascal,alturamediaindividuos,Macega_Chavascal,alturaMediaIndividuos
veg_macega_chavascal,classificacaoporte,Macega_Chavascal,classificacaoPorte
veg_macega_chavascal,geometriaaproximada,Macega_Chavascal,geometriaAproximada
veg_macega_chavascal,nomeabrev,Macega_Chavascal,nomeAbrev
veg_macega_chavascal,tipomacchav,Macega_Chavascal,tipoMacChav
veg_mangue,alturamediaindividuos,Mangue,alturaMediaIndividuos
veg_mangue,classificacaoporte,Mangue,classificacaoPorte
veg_mangue,geometriaaproximada,Mangue,geometriaAproximada
veg_mangue,nomeabrev,Mangue,nomeAbrev
veg_veg_area_contato,alturamediaindividuos,Veg_Area_Contato,alturaMediaIndividuos
veg_veg_area_contato,classificacaoporte,Veg_Area_Contato,classificacaoPorte
veg_veg_area_contato,geometriaaproximada,Veg_Area_Contato,geometriaAproximada
veg_veg_area_contato,nomeabrev,Veg_Area_Contato,nomeAbrev
veg_veg_cultivada,alturamediaindividuos,Veg_Cultivada,alturaMediaIndividuos
veg_veg_cultivada,classificacaoporte,Veg_Cultivada,classificacaoPorte
veg_veg_cultivada,cultivopredominante,Veg_Cultivada,cultivoPredominante
veg_veg_cultivada,espacamentoindividuos,Veg_Cultivada,espacamentoIndividuos
veg_veg_cultivada,espessuradap,Veg_Cultivada,espessuraDAP
veg_veg_cultivada,geometriaaproximada,Veg_Cultivada,geometriaAproximada
veg_veg_cultivada,nomeabrev,Veg_Cultivada,nomeAbrev
veg_veg_cultivada,tipolavoura,Veg_Cultivada,tipoLavoura
veg_veg_restinga,alturamediaindividuos,Veg_Restinga,alturaMediaIndividuos
veg_veg_restinga,classificacaoporte,Veg_Restinga,classificacaoPorte
veg_veg_restinga,geometriaaproximada,Veg_Restinga,geometriaAproximada
veg_veg_restinga,nomeabrev,Veg_Restinga,nomeAbrev
adm_edif_pub_civil,tipoedifcivil,Edif_Pub_Civil,tipoEdif
adm_edif_pub_militar,tipoedifmil,Edif_Pub_Militar,tipoEdif
adm_posto_fiscal,tipopostofisc,Posto_Fiscal,tipoEdif
adm_posto_pol_rod,tipopostopol,Posto_Pol_Rod,tipoEdif
enc_est_gerad_energia_eletr,potenciafiscalizada,Est_Gerad_Energia_Eletr,potenciaFiscalizadaKW
enc_est_gerad_energia_eletr,potenciaoutorgada,Est_Gerad_Energia_Eletr,potenciaOutorgadaKW
enc_hidreletrica,potenciafiscalizada,Hidreletrica,potenciaFiscalizadaKW
enc_hidreletrica,potenciaoutorgada,Hidreletrica,potenciaOutorgadaKW
enc_termeletrica,potenciafiscalizada,Termeletrica,potenciaFiscalizadaKW
enc_termeletrica,potenciaoutorgada,Termeletrica,potenciaOutorgadaKW
hid_quebramar_molhe,tipoquebramolhe,Quebramar_Molhe,tipoQuebramarMolhe
hid_trecho_massa_dagua,tipotrechomassa,Trecho_Massa_Dagua,tipoMassaDagua
lim_area_desenv_controle,classificacao,Area_Desenv_Controle,classificacaoTxt
loc_vila,identificador,Vila,identificadorPosicGeo
loc_cidade,identificador,Cidade,identificadorPosicGeo
rel_gruta_caverna,tipogrutacaverna,Gruta_Caverna,tipoElemNat
rel_rocha,tiporocha,Rocha,tipoElemNat
tra_condutor_hidrico,tipocondutor,Condutor_Hidrico,tipoTrechoDuto
tra_galeria_bueiro,pesosuportmaximo,Galeria_Bueiro,pesoMaxSuportTon
tra_passag_elevada_viaduto,cargasuportmaxima,Passag_Elevada_Viaduto,pesoMaxSuportTon
tra_ponte,cargasuportmaxima,Ponte,pesoMaxSuportTon
tra_trecho_ferroviario,cargasuportmaxima,Trecho_Ferroviario,pesoMaxSuportTon
tra_trecho_rodoviario,capaccarga,Trecho_Rodoviario,pesoMaxSuportTon
hid_ilha,tipoilha,Ilha,tipoElemNat
