classe,atributo,tipo
Rocha,geometriaAproximada,integer
Veg_Area_Contato,geometriaAproximada,integer
Funicular,geometriaAproximada,integer
Caminho_Aereo,geometriaAproximada,integer
Patio,geometriaAproximada,integer
Area_Estrut_Transporte,geometriaAproximada,integer
Faixa_Seguranca,geometriaAproximada,integer
Travessia,geometriaAproximada,integer
Ponto_Rodoviario_Ferrov,geometriaAproximada,integer
Entroncamento,geometriaAproximada,integer
Passagem_Nivel,geometriaAproximada,integer
Galeria_Bueiro,geometriaAproximada,integer
Travessia_Pedestre,geometriaAproximada,integer
Tunel,geometriaAproximada,integer
Edif_Rodoviaria,geometriaAproximada,integer
Posto_Combustivel,geometriaAproximada,integer
Trecho_Rodoviario,geometriaAproximada,integer
Ciclovia,geometriaAproximada,integer
Arruamento,geometriaAproximada,integer
Trilha_Picada,geometriaAproximada,integer
Edif_Metro_Ferroviaria,geometriaAproximada,integer
Girador_Ferroviario,geometriaAproximada,integer
Trecho_Ferroviario,geometriaAproximada,integer
Cremalheira,geometriaAproximada,integer
Obstaculo_Navegacao,geometriaAproximada,integer
Trecho_Hidroviario,geometriaAproximada,integer
Sinalizacao,geometriaAproximada,integer
Eclusa,geometriaAproximada,integer
Ponto_Hidroviario,geometriaAproximada,integer
Atracadouro,geometriaAproximada,integer
Fundeadouro,geometriaAproximada,integer
Edif_Const_Aeroportuaria,geometriaAproximada,integer
Pista_Ponto_Pouso,geometriaAproximada,integer
Area_Duto,geometriaAproximada,integer
Trecho_Duto,geometriaAproximada,integer
Ponto_Duto,geometriaAproximada,integer
Local_Critico,geometriaAproximada,integer
Edif_Energia,geometriaAproximada,integer
Area_Energia_Eletrica,geometriaAproximada,integer
Grupo_Transform_Energ,geometriaAproximada,integer
Zona_Linhas_Energia_Com,geometriaAproximada,integer
Torre_Energia,geometriaAproximada,integer
Torre_Comunic,geometriaAproximada,integer
Trecho_Energia,geometriaAproximada,integer
Trecho_Comunic,geometriaAproximada,integer
Ponto_Trecho_Energia,geometriaAproximada,integer
Est_Gerad_Energia_Eletr,geometriaAproximada,integer
Hidreletrica,geometriaAproximada,integer
Termeletrica,geometriaAproximada,integer
Area_Comunicacao,geometriaAproximada,integer
Edif_Comunic,geometriaAproximada,integer
Antena_Comunic,geometriaAproximada,integer
Area_Abast_Agua,geometriaAproximada,integer
Edif_Abast_Agua,geometriaAproximada,integer
Dep_Abast_Agua,geometriaAproximada,integer
Area_Saneamento,geometriaAproximada,integer
Edif_Saneamento,geometriaAproximada,integer
Dep_Saneamento,geometriaAproximada,integer
Cemiterio,geometriaAproximada,integer
Edif_Constr_Portuaria,geometriaAproximada,integer
Area_Ensino,geometriaAproximada,integer
Edif_Ensino,geometriaAproximada,integer
Area_Religiosa,geometriaAproximada,integer
Edif_Religiosa,geometriaAproximada,integer
Edif_Const_Turistica,geometriaAproximada,integer
Area_Ruinas,geometriaAproximada,integer
Ruina,geometriaAproximada,integer
Area_Lazer,geometriaAproximada,integer
Piscina,geometriaAproximada,integer
Edif_Const_Lazer,geometriaAproximada,integer
Campo_Quadra,geometriaAproximada,integer
Pista_Competicao,geometriaAproximada,integer
Arquibancada,geometriaAproximada,integer
Coreto_Tribuna,geometriaAproximada,integer
Area_Pub_Militar,geometriaAproximada,integer
Area_Pub_Militar,geometriaAproximada,integer
Area_Pub_Civil,geometriaAproximada,integer
Area_Pub_Civil,geometriaAproximada,integer
Edif_Pub_Civil,geometriaAproximada,integer
Posto_Fiscal,geometriaAproximada,integer
Posto_Pol_Rod,geometriaAproximada,integer
Posto_Pol_Rod,geometriaAproximada,integer
Edif_Pub_Militar,geometriaAproximada,integer
Edif_Comerc_Serv,geometriaAproximada,integer
Area_Comerc_Serv,geometriaAproximada,integer
Deposito_Geral,geometriaAproximada,integer
Area_Ext_Mineral,geometriaAproximada,integer
Edif_Ext_Mineral,geometriaAproximada,integer
Ext_Mineral,geometriaAproximada,integer
Plataforma,geometriaAproximada,integer
Area_Industrial,geometriaAproximada,integer
Edif_Industrial,geometriaAproximada,integer
Area_Agrop_Ext_Veg_Pesca,geometriaAproximada,integer
Edif_Agrop_Ext_Veg_Pesca,geometriaAproximada,integer
Equip_Agropec,geometriaAproximada,integer
Area_Saude,geometriaAproximada,integer
Edif_Saude,geometriaAproximada,integer
Area_Servico_Social,geometriaAproximada,integer
Edif_Servico_Social,geometriaAproximada,integer
Pto_Ref_Geod_Topo,geometriaAproximada,integer
Pto_Controle,geometriaAproximada,integer
Area_Est_Med_Fenomenos,geometriaAproximada,integer
Edif_Constr_Est_Med,geometriaAproximada,integer
Pto_Est_Med_Fenomenos,geometriaAproximada,integer
Vila,geometriaAproximada,integer
Cidade,geometriaAproximada,integer
Nome_Local,geometriaAproximada,integer
Edificacao,geometriaAproximada,integer
Edif_Habitacional,geometriaAproximada,integer
Area_Habitacional,geometriaAproximada,integer
Hab_Indigena,geometriaAproximada,integer
Area_Urbana_Cidade,geometriaAproximada,integer
Area_Urbana_Isolada_Vila,geometriaAproximada,integer
Area_Edificada,geometriaAproximada,integer
Aglomerado_Rural,geometriaAproximada,integer
Passag_Elevada_Viaduto,geometriaAproximada,integer
Ponte,geometriaAproximada,integer
Condutor_Hidrico,geometriaAproximada,integer
Marco_De_Limite,geometriaAproximada,integer
Delimitacao_Fisica,geometriaAproximada,integer
Area_Particular,geometriaAproximada,integer
Linha_De_Limite,geometriaAproximada,integer
Limite_Politico_Adm,geometriaAproximada,integer
Limite_Intra_Munic_Adm,geometriaAproximada,integer
Limite_Operacional,geometriaAproximada,integer
Outros_Limites_Oficiais,geometriaAproximada,integer
Limite_Area_Especial,geometriaAproximada,integer
Limite_Particular,geometriaAproximada,integer
Area_De_Litigio,geometriaAproximada,integer
Area_Politico_Adm,geometriaAproximada,integer
Pais,geometriaAproximada,integer
Unidade_Federacao,geometriaAproximada,integer
Municipio,geometriaAproximada,integer
Distrito,geometriaAproximada,integer
Sub_Distrito,geometriaAproximada,integer
Regiao_Administrativa,geometriaAproximada,integer
Bairro,geometriaAproximada,integer
Area_Especial,geometriaAproximada,integer
Terra_Publica,geometriaAproximada,integer
Area_Uso_Comunitario,geometriaAproximada,integer
Terra_Indigena,geometriaAproximada,integer
Area_Desenv_Controle,geometriaAproximada,integer
Outras_Unid_Protegidas,geometriaAproximada,integer
Unidade_Conserv_Nao_SNUC,geometriaAproximada,integer
Unidade_Uso_Sustentavel,geometriaAproximada,integer
Unid_Protecao_Integral,geometriaAproximada,integer
limitegeografico,geometriaAproximada,integer
Descontinuidade_Geom_LIM,nome,string
Descontinuidade_Geom_LOC,nome,string
Descontinuidade_Geom_VEG,nome,string
Bacia_Hidrografica,nome,string
Trecho_Drenagem,nome,string
Massa_Dagua,nome,string
Trecho_Massa_Dagua,nome,string
Limite_Massa_Dagua,nome,string
Barragem,nome,string
Comporta,nome,string
Sumidouro_Vertedouro,nome,string
Queda_Dagua,nome,string
Fonte_Dagua,nome,string
Ponto_Inicio_Drenagem,nome,string
Foz_Maritima,nome,string
Confluencia,nome,string
Corredeira,nome,string
Natureza_Fundo,nome,string
Rocha_Em_Agua,nome,string
Recife,nome,string
Banco_Areia,nome,string
Quebramar_Molhe,nome,string
Terreno_Suj_Inundacao,nome,string
Area_Umida,nome,string
Reservatorio_Hidrico,nome,string
Ilha,nome,string
Campo,nome,string
Veg_Cultivada,nome,string
Mangue,nome,string
Brejo_Pantano,nome,string
Veg_Restinga,nome,string
Campinarana,nome,string
Floresta,nome,string
Macega_Chavascal,nome,string
Cerrado_Cerradao,nome,string
Caatinga,nome,string
Estepe,nome,string
Elemento_Fisiog_Natural,nome,string
Alter_Fisiog_Antropica,nome,string
Dolina,nome,string
Duna,nome,string
Gruta_Caverna,nome,string
Pico,nome,string
Rocha,nome,string
Veg_Area_Contato,nome,string
Funicular,nome,string
Caminho_Aereo,nome,string
Patio,nome,string
Travessia,nome,string
Entroncamento,nome,string
Passagem_Nivel,nome,string
Galeria_Bueiro,nome,string
Travessia_Pedestre,nome,string
Tunel,nome,string
Edif_Rodoviaria,nome,string
Posto_Combustivel,nome,string
Identific_Trecho_Rod,nome,string
Ciclovia,nome,string
Arruamento,nome,string
Trilha_Picada,nome,string
Edif_Metro_Ferroviaria,nome,string
Girador_Ferroviario,nome,string
Trecho_Ferroviario,nome,string
Cremalheira,nome,string
Obstaculo_Navegacao,nome,string
Trecho_Hidroviario,nome,string
Sinalizacao,nome,string
Eclusa,nome,string
Atracadouro,nome,string
Fundeadouro,nome,string
Edif_Const_Aeroportuaria,nome,string
Pista_Ponto_Pouso,nome,string
Trecho_Duto,nome,string
Local_Critico,nome,string
Edif_Energia,nome,string
Grupo_Transform_Energ,nome,string
Zona_Linhas_Energia_Com,nome,string
Torre_Energia,nome,string
Torre_Comunic,nome,string
Trecho_Energia,nome,string
Trecho_Comunic,nome,string
Est_Gerad_Energia_Eletr,nome,string
Hidreletrica,nome,string
Termeletrica,nome,string
Edif_Comunic,nome,string
Antena_Comunic,nome,string
Edif_Abast_Agua,nome,string
Dep_Abast_Agua,nome,string
Edif_Saneamento,nome,string
Dep_Saneamento,nome,string
Cemiterio,nome,string
Edif_Constr_Portuaria,nome,string
Edif_Ensino,nome,string
Edif_Religiosa,nome,string
Edif_Const_Turistica,nome,string
Ruina,nome,string
Piscina,nome,string
Edif_Const_Lazer,nome,string
Campo_Quadra,nome,string
Pista_Competicao,nome,string
Arquibancada,nome,string
Coreto_Tribuna,nome,string
Area_Pub_Militar,nome,string
Area_Pub_Civil,nome,string
Edif_Pub_Civil,nome,string
Posto_Fiscal,nome,string
Posto_Pol_Rod,nome,string
Posto_Pol_Rod,nome,string
Edif_Pub_Militar,nome,string
Edif_Comerc_Serv,nome,string
Deposito_Geral,nome,string
Edif_Ext_Mineral,nome,string
Ext_Mineral,nome,string
Plataforma,nome,string
Edif_Industrial,nome,string
Edif_Agrop_Ext_Veg_Pesca,nome,string
Equip_Agropec,nome,string
Edif_Saude,nome,string
Edif_Servico_Social,nome,string
Pto_Ref_Geod_Topo,nome,string
Pto_Controle,nome,string
Edif_Constr_Est_Med,nome,string
Pto_Est_Med_Fenomenos,nome,string
Vila,nome,string
Cidade,nome,string
Nome_Local,nome,string
Edificacao,nome,string
Edificacao,nome,string
Edif_Habitacional,nome,string
Edif_Habitacional,nome,string
Area_Habitacional,nome,string
Hab_Indigena,nome,string
Hab_Indigena,nome,string
Area_Urbana_Cidade,nome,string
Area_Urbana_Isolada_Vila,nome,string
Area_Edificada,nome,string
Aglomerado_Rural,nome,string
Passag_Elevada_Viaduto,nome,string
Ponte,nome,string
Condutor_Hidrico,nome,string
Marco_De_Limite,nome,string
Delimitacao_Fisica,nome,string
Area_Particular,nome,string
Linha_De_Limite,nome,string
Limite_Politico_Adm,nome,string
Limite_Intra_Munic_Adm,nome,string
Limite_Operacional,nome,string
Outros_Limites_Oficiais,nome,string
Limite_Area_Especial,nome,string
Limite_Particular,nome,string
Area_De_Litigio,nome,string
Area_Politico_Adm,nome,string
Pais,nome,string
Unidade_Federacao,nome,string
Municipio,nome,string
Distrito,nome,string
Sub_Distrito,nome,string
Regiao_Administrativa,nome,string
Bairro,nome,string
Area_Especial,nome,string
Terra_Publica,nome,string
Area_Uso_Comunitario,nome,string
Terra_Indigena,nome,string
Area_Desenv_Controle,nome,string
Outras_Unid_Protegidas,nome,string
Unidade_Conserv_Nao_SNUC,nome,string
Unidade_Uso_Sustentavel,nome,string
Unid_Protecao_Integral,nome,string
limitegeografico,nome,string
Descontinuidade_Geom_LIM,nomeAbrev,string
Descontinuidade_Geom_LOC,nomeAbrev,string
Descontinuidade_Geom_VEG,nomeAbrev,string
Bacia_Hidrografica,nomeAbrev,string
Trecho_Drenagem,nomeAbrev,string
Massa_Dagua,nomeAbrev,string
Trecho_Massa_Dagua,nomeAbrev,string
Limite_Massa_Dagua,nomeAbrev,string
Barragem,nomeAbrev,string
Comporta,nomeAbrev,string
Sumidouro_Vertedouro,nomeAbrev,string
Queda_Dagua,nomeAbrev,string
Fonte_Dagua,nomeAbrev,string
Ponto_Inicio_Drenagem,nomeAbrev,string
Foz_Maritima,nomeAbrev,string
Confluencia,nomeAbrev,string
Corredeira,nomeAbrev,string
Natureza_Fundo,nomeAbrev,string
Rocha_Em_Agua,nomeAbrev,string
Recife,nomeAbrev,string
Banco_Areia,nomeAbrev,string
Quebramar_Molhe,nomeAbrev,string
Terreno_Suj_Inundacao,nomeAbrev,string
Area_Umida,nomeAbrev,string
Reservatorio_Hidrico,nomeAbrev,string
Ilha,nomeAbrev,string
Campo,nomeAbrev,string
Veg_Cultivada,nomeAbrev,string
Mangue,nomeAbrev,string
Brejo_Pantano,nomeAbrev,string
Veg_Restinga,nomeAbrev,string
Campinarana,nomeAbrev,string
Floresta,nomeAbrev,string
Macega_Chavascal,nomeAbrev,string
Cerrado_Cerradao,nomeAbrev,string
Caatinga,nomeAbrev,string
Estepe,nomeAbrev,string
Elemento_Fisiog_Natural,nomeAbrev,string
Alter_Fisiog_Antropica,nomeAbrev,string
Dolina,nomeAbrev,string
Duna,nomeAbrev,string
Gruta_Caverna,nomeAbrev,string
Pico,nomeAbrev,string
Rocha,nomeAbrev,string
Veg_Area_Contato,nomeAbrev,string
Funicular,nomeAbrev,string
Caminho_Aereo,nomeAbrev,string
Patio,nomeAbrev,string
Travessia,nomeAbrev,string
Entroncamento,nomeAbrev,string
Passagem_Nivel,nomeAbrev,string
Galeria_Bueiro,nomeAbrev,string
Travessia_Pedestre,nomeAbrev,string
Tunel,nomeAbrev,string
Edif_Rodoviaria,nomeAbrev,string
Posto_Combustivel,nomeAbrev,string
Identific_Trecho_Rod,nomeAbrev,string
Ciclovia,nomeAbrev,string
Arruamento,nomeAbrev,string
Trilha_Picada,nomeAbrev,string
Edif_Metro_Ferroviaria,nomeAbrev,string
Girador_Ferroviario,nomeAbrev,string
Trecho_Ferroviario,nomeAbrev,string
Cremalheira,nomeAbrev,string
Obstaculo_Navegacao,nomeAbrev,string
Trecho_Hidroviario,nomeAbrev,string
Sinalizacao,nomeAbrev,string
Eclusa,nomeAbrev,string
Atracadouro,nomeAbrev,string
Fundeadouro,nomeAbrev,string
Edif_Const_Aeroportuaria,nomeAbrev,string
Pista_Ponto_Pouso,nomeAbrev,string
Trecho_Duto,nomeAbrev,string
Local_Critico,nomeAbrev,string
Edif_Energia,nomeAbrev,string
Grupo_Transform_Energ,nomeAbrev,string
Zona_Linhas_Energia_Com,nomeAbrev,string
Torre_Energia,nomeAbrev,string
Torre_Comunic,nomeAbrev,string
Trecho_Energia,nomeAbrev,string
Trecho_Comunic,nomeAbrev,string
Est_Gerad_Energia_Eletr,nomeAbrev,string
Hidreletrica,nomeAbrev,string
Termeletrica,nomeAbrev,string
Edif_Comunic,nomeAbrev,string
Antena_Comunic,nomeAbrev,string
Edif_Abast_Agua,nomeAbrev,string
Dep_Abast_Agua,nomeAbrev,string
Edif_Saneamento,nomeAbrev,string
Dep_Saneamento,nomeAbrev,string
Cemiterio,nomeAbrev,string
Edif_Constr_Portuaria,nomeAbrev,string
Edif_Ensino,nomeAbrev,string
Edif_Religiosa,nomeAbrev,string
Edif_Const_Turistica,nomeAbrev,string
Ruina,nomeAbrev,string
Piscina,nomeAbrev,string
Edif_Const_Lazer,nomeAbrev,string
Campo_Quadra,nomeAbrev,string
Pista_Competicao,nomeAbrev,string
Arquibancada,nomeAbrev,string
Coreto_Tribuna,nomeAbrev,string
Area_Pub_Militar,nomeAbrev,string
Area_Pub_Civil,nomeAbrev,string
Edif_Pub_Civil,nomeAbrev,string
Posto_Fiscal,nomeAbrev,string
Posto_Pol_Rod,nomeAbrev,string
Posto_Pol_Rod,nomeAbrev,string
Edif_Pub_Militar,nomeAbrev,string
Edif_Comerc_Serv,nomeAbrev,string
Deposito_Geral,nomeAbrev,string
Edif_Ext_Mineral,nomeAbrev,string
Ext_Mineral,nomeAbrev,string
Plataforma,nomeAbrev,string
Edif_Industrial,nomeAbrev,string
Edif_Agrop_Ext_Veg_Pesca,nomeAbrev,string
Equip_Agropec,nomeAbrev,string
Edif_Saude,nomeAbrev,string
Edif_Servico_Social,nomeAbrev,string
Pto_Ref_Geod_Topo,nomeAbrev,string
Pto_Controle,nomeAbrev,string
Edif_Constr_Est_Med,nomeAbrev,string
Pto_Est_Med_Fenomenos,nomeAbrev,string
Vila,nomeAbrev,string
Cidade,nomeAbrev,string
Nome_Local,nomeAbrev,string
Edificacao,nomeAbrev,string
Edificacao,nomeAbrev,string
Edif_Habitacional,nomeAbrev,string
Edif_Habitacional,nomeAbrev,string
Area_Habitacional,nomeAbrev,string
Hab_Indigena,nomeAbrev,string
Hab_Indigena,nomeAbrev,string
Area_Urbana_Cidade,nomeAbrev,string
Area_Urbana_Isolada_Vila,nomeAbrev,string
Area_Edificada,nomeAbrev,string
Aglomerado_Rural,nomeAbrev,string
Passag_Elevada_Viaduto,nomeAbrev,string
Ponte,nomeAbrev,string
Condutor_Hidrico,nomeAbrev,string
Marco_De_Limite,nomeAbrev,string
Delimitacao_Fisica,nomeAbrev,string
Area_Particular,nomeAbrev,string
Linha_De_Limite,nomeAbrev,string
Limite_Politico_Adm,nomeAbrev,string
Limite_Intra_Munic_Adm,nomeAbrev,string
Limite_Operacional,nomeAbrev,string
Outros_Limites_Oficiais,nomeAbrev,string
Limite_Area_Especial,nomeAbrev,string
Limite_Particular,nomeAbrev,string
Area_De_Litigio,nomeAbrev,string
Area_Politico_Adm,nomeAbrev,string
Pais,nomeAbrev,string
Unidade_Federacao,nomeAbrev,string
Municipio,nomeAbrev,string
Distrito,nomeAbrev,string
Sub_Distrito,nomeAbrev,string
Regiao_Administrativa,nomeAbrev,string
Bairro,nomeAbrev,string
Area_Especial,nomeAbrev,string
Terra_Publica,nomeAbrev,string
Area_Uso_Comunitario,nomeAbrev,string
Terra_Indigena,nomeAbrev,string
Area_Desenv_Controle,nomeAbrev,string
Outras_Unid_Protegidas,nomeAbrev,string
Unidade_Conserv_Nao_SNUC,nomeAbrev,string
Unidade_Uso_Sustentavel,nomeAbrev,string
Unid_Protecao_Integral,nomeAbrev,string
limitegeografico,nomeAbrev,string
Limite_Politico_Adm,extensao,real
Limite_Intra_Munic_Adm,extensao,real
Limite_Operacional,extensao,real
Outros_Limites_Oficiais,extensao,real
Limite_Area_Especial,extensao,real
Limite_Particular,extensao,real
Limite_Politico_Adm,coincideComDentroDe,integer
Limite_Intra_Munic_Adm,coincideComDentroDe,integer
Limite_Operacional,coincideComDentroDe,integer
Outros_Limites_Oficiais,coincideComDentroDe,integer
Limite_Area_Especial,coincideComDentroDe,integer
Limite_Particular,coincideComDentroDe,integer
Area_Pub_Militar,classificacao,integer
Area_Pub_Civil,classificacao,integer
Terra_Indigena,tipoAreaUsoComun,integer
Outras_Unid_Protegidas,administracao,integer
Unidade_Conserv_Nao_SNUC,administracao,integer
Unidade_Uso_Sustentavel,administracao,integer
Unid_Protecao_Integral,administracao,integer
Outras_Unid_Protegidas,sigla,string
Unidade_Conserv_Nao_SNUC,sigla,string
Unidade_Uso_Sustentavel,sigla,string
Unid_Protecao_Integral,sigla,string
Outras_Unid_Protegidas,anoCriacao,integer
Unidade_Conserv_Nao_SNUC,anoCriacao,integer
Unidade_Uso_Sustentavel,anoCriacao,integer
Unid_Protecao_Integral,anoCriacao,integer
Outras_Unid_Protegidas,areaOficialHa,real
Unidade_Conserv_Nao_SNUC,areaOficialHa,real
Unidade_Uso_Sustentavel,areaOficialHa,real
Unid_Protecao_Integral,areaOficialHa,real
Outras_Unid_Protegidas,areaOficial,string
Unidade_Conserv_Nao_SNUC,areaOficial,string
Unidade_Uso_Sustentavel,areaOficial,string
Unid_Protecao_Integral,areaOficial,string
Unidade_Conserv_Nao_SNUC,atoLegal,string
Unidade_Uso_Sustentavel,atoLegal,string
Unid_Protecao_Integral,atoLegal,string
