classe,atributo,code,value
Bacia_Hidrografica,geometriaAproximada,1,Sim
Bacia_Hidrografica,geometriaAproximada,2,Não
Massa_Dagua,geometriaAproximada,1,Sim
Massa_Dagua,geometriaAproximada,2,Não
Massa_Dagua,tipoMassaDagua,0,Desconhecido
Massa_Dagua,tipoMassaDagua,3,Oceano
Massa_Dagua,tipoMassaDagua,4,Baía
Massa_Dagua,tipoMassaDagua,5,Enseada
Massa_Dagua,tipoMassaDagua,6,Meandro abandonado
Massa_Dagua,tipoMassaDagua,7,Lago
Massa_Dagua,tipoMassaDagua,8,Lagoa
Massa_Dagua,tipoMassaDagua,10,Represa/Açude
Massa_Dagua,tipoMassaDagua,99,Outros
Massa_Dagua,regime,1,Permanente
Massa_Dagua,regime,2,Permanente com grande variação
Massa_Dagua,regime,3,Temporário
Massa_Dagua,regime,4,Temporário com leito permanente
Massa_Dagua,regime,5,Seco
Massa_Dagua,salinidade,0,Desconhecida
Massa_Dagua,salinidade,1,Doce
Massa_Dagua,salinidade,2,Salgada
Trecho_Massa_Dagua,geometriaAproximada,1,Sim
Trecho_Massa_Dagua,geometriaAproximada,2,Não
Trecho_Massa_Dagua,tipoMassaDagua,1,Rio
Trecho_Massa_Dagua,tipoMassaDagua,2,Canal
Trecho_Massa_Dagua,tipoMassaDagua,9,Laguna
Trecho_Massa_Dagua,tipoMassaDagua,10,Represa/Açude
Trecho_Massa_Dagua,tipoMassaDagua,99,Outros
Trecho_Massa_Dagua,regime,1,Permanente
Trecho_Massa_Dagua,regime,2,Permanente com grande variação
Trecho_Massa_Dagua,regime,3,Temporário
Trecho_Massa_Dagua,regime,4,Temporário com leito permanente
Trecho_Massa_Dagua,regime,5,Seco
Trecho_Massa_Dagua,salinidade,0,Desconhecida
Trecho_Massa_Dagua,salinidade,1,Doce
Trecho_Massa_Dagua,salinidade,2,Salgada
Limite_Massa_Dagua,geometriaAproximada,1,Sim
Limite_Massa_Dagua,geometriaAproximada,2,Não
Limite_Massa_Dagua,tipoLimMassa,1,Costa visível da carta
Limite_Massa_Dagua,tipoLimMassa,2,Margem de massa d`água
Limite_Massa_Dagua,tipoLimMassa,3,Margem esquerda de trechos de massa d`água
Limite_Massa_Dagua,tipoLimMassa,4,Margem direita de trechos de massa d`água
Limite_Massa_Dagua,tipoLimMassa,5,Limite interno entre massas e/ou trechos
Limite_Massa_Dagua,tipoLimMassa,6,Limite com elemento artificial
Limite_Massa_Dagua,tipoLimMassa,7,Limite interno com foz marítima
Limite_Massa_Dagua,materialPredominante,0,Desconhecido
Limite_Massa_Dagua,materialPredominante,4,Rocha
Limite_Massa_Dagua,materialPredominante,12,Areia
Limite_Massa_Dagua,materialPredominante,13,Areia fina
Limite_Massa_Dagua,materialPredominante,14,Lama
Limite_Massa_Dagua,materialPredominante,15,Argila
Limite_Massa_Dagua,materialPredominante,16,Lodo
Limite_Massa_Dagua,materialPredominante,18,Cascalho
Limite_Massa_Dagua,materialPredominante,19,Seixo
Limite_Massa_Dagua,materialPredominante,20,Coral
Limite_Massa_Dagua,materialPredominante,21,Concha
Limite_Massa_Dagua,materialPredominante,50,Pedra
Limite_Massa_Dagua,materialPredominante,97,Não aplicável
Limite_Massa_Dagua,materialPredominante,98,Misto
Pico,geometriaAproximada,1,Sim
Pico,geometriaAproximada,2,Não
Pico,tipoElemNat,99,Outros
Terra_Publica,geometriaAproximada,1,Sim
Terra_Publica,geometriaAproximada,2,Não
Trecho_Drenagem,geometriaAproximada,1,Sim
Trecho_Drenagem,geometriaAproximada,2,Não
Trecho_Drenagem,coincideComDentroDe,1,Rio
Trecho_Drenagem,coincideComDentroDe,2,Canal
Trecho_Drenagem,coincideComDentroDe,9,Laguna
Trecho_Drenagem,coincideComDentroDe,10,Represa/Açude
Trecho_Drenagem,coincideComDentroDe,11,Vala
Trecho_Drenagem,coincideComDentroDe,12,Queda d`água
Trecho_Drenagem,coincideComDentroDe,13,Corredeira
Trecho_Drenagem,coincideComDentroDe,14,Eclusa
Trecho_Drenagem,coincideComDentroDe,16,Foz marítima
Trecho_Drenagem,coincideComDentroDe,19,Barragem
Trecho_Drenagem,coincideComDentroDe,24,Linha de drenagem
Trecho_Drenagem,coincideComDentroDe,97,Não aplicável
Trecho_Drenagem,navegabilidade,0,Desconhecida
Trecho_Drenagem,navegabilidade,1,Navegável
Trecho_Drenagem,navegabilidade,2,Não navegável
Trecho_Drenagem,regime,1,Permanente
Trecho_Drenagem,regime,2,Permanente com grande variação
Trecho_Drenagem,regime,3,Temporário
Trecho_Drenagem,regime,4,Temporário com leito permanente
Trecho_Drenagem,regime,5,Seco
Trecho_Drenagem,eixoPrincipal,1,Sim
Trecho_Drenagem,eixoPrincipal,2,Não
Trecho_Drenagem,dentroDePoligono,1,Sim
Trecho_Drenagem,dentroDePoligono,2,Não
Trecho_Drenagem,compartilhado,1,Sim
Trecho_Drenagem,compartilhado,2,Não
Ponto_Drenagem,geometriaAproximada,1,Sim
Ponto_Drenagem,geometriaAproximada,2,Não
Ponto_Drenagem,relacionado,1,Eclusa
Ponto_Drenagem,relacionado,2,Barragem
Ponto_Drenagem,relacionado,3,Comporta
Ponto_Drenagem,relacionado,4,Queda d'água
Ponto_Drenagem,relacionado,5,Corredeira
Ponto_Drenagem,relacionado,6,Foz marítima
Ponto_Drenagem,relacionado,7,Sumidouro
Ponto_Drenagem,relacionado,8,Meandro abandonado
Ponto_Drenagem,relacionado,80,Meandro Abandonado (Jusante)
Ponto_Drenagem,relacionado,9,Lago
Ponto_Drenagem,relacionado,90,Lago (Jusante)
Ponto_Drenagem,relacionado,10,Lagoa
Ponto_Drenagem,relacionado,100,Lagoa (Jusante)
Ponto_Drenagem,relacionado,11,Laguna
Ponto_Drenagem,relacionado,110,Laguna (Jusante)
Ponto_Drenagem,relacionado,12,Represa/Açude
Ponto_Drenagem,relacionado,120,Represa/Açude (Jusante)
Ponto_Drenagem,relacionado,13,Entre trechos de drenagem
Ponto_Drenagem,relacionado,16,Vertedouro
Ponto_Drenagem,relacionado,17,Interrupção à Jusante
Ponto_Drenagem,relacionado,18,Interrupção à Montante
Confluencia,geometriaAproximada,1,Sim
Confluencia,geometriaAproximada,2,Não
Confluencia,relacionado,15,Confluência
Confluencia,relacionado,19,Ramificação
Confluencia,relacionado,20,Cruzamento de Vala
Corredeira,geometriaAproximada,1,Sim
Corredeira,geometriaAproximada,2,Não
Barragem,geometriaAproximada,1,Sim
Barragem,geometriaAproximada,2,Não
Barragem,matConstr,0,Desconhecido
Barragem,matConstr,1,Alvenaria
Barragem,matConstr,2,Concreto
Barragem,matConstr,4,Rocha
Barragem,matConstr,23,Terra
Barragem,matConstr,99,Outros
Barragem,usoPrincipal,0,Desconhecido
Barragem,usoPrincipal,1,Irrigação
Barragem,usoPrincipal,2,Abastecimento
Barragem,usoPrincipal,3,Energia
Barragem,usoPrincipal,97,Não aplicável
Barragem,usoPrincipal,99,Outros
Barragem,operacional,0,Desconhecido
Barragem,operacional,1,Sim
Barragem,operacional,2,Não
Barragem,situacaoFisica,0,Desconhecida
Barragem,situacaoFisica,1,Abandonada
Barragem,situacaoFisica,2,Destruída
Barragem,situacaoFisica,3,Em construção
Barragem,situacaoFisica,4,Planejada
Barragem,situacaoFisica,5,Construída
Comporta,geometriaAproximada,1,Sim
Comporta,geometriaAproximada,2,Não
Comporta,operacional,0,Desconhecido
Comporta,operacional,1,Sim
Comporta,operacional,2,Não
Comporta,situacaoFisica,0,Desconhecida
Comporta,situacaoFisica,1,Abandonada
Comporta,situacaoFisica,2,Destruída
Comporta,situacaoFisica,3,Em construção
Comporta,situacaoFisica,4,Planejada
Comporta,situacaoFisica,5,Construída
Terreno_Suj_Inundacao,geometriaAproximada,1,Sim
Terreno_Suj_Inundacao,geometriaAproximada,2,Não
Sumidouro_Vertedouro,geometriaAproximada,1,Sim
Sumidouro_Vertedouro,geometriaAproximada,2,Não
Sumidouro_Vertedouro,tipoSumVert,1,Sumidouro
Sumidouro_Vertedouro,tipoSumVert,2,Vertedouro
Sumidouro_Vertedouro,causa,0,Desconhecida
Sumidouro_Vertedouro,causa,1,Canalização
Sumidouro_Vertedouro,causa,2,Gruta ou Fenda
Sumidouro_Vertedouro,causa,3,Absorção
Queda_Dagua,geometriaAproximada,1,Sim
Queda_Dagua,geometriaAproximada,2,Não
Queda_Dagua,tipoQueda,0,Desconhecido
Queda_Dagua,tipoQueda,1,Cachoeira
Queda_Dagua,tipoQueda,2,Salto
Queda_Dagua,tipoQueda,3,Catarata
Foz_Maritima,geometriaAproximada,1,Sim
Foz_Maritima,geometriaAproximada,2,Não
Fonte_Dagua,geometriaAproximada,1,Sim
Fonte_Dagua,geometriaAproximada,2,Não
Fonte_Dagua,tipoFonteDagua,0,Desconhecido
Fonte_Dagua,tipoFonteDagua,1,Poço
Fonte_Dagua,tipoFonteDagua,2,Poço artesiano
Fonte_Dagua,tipoFonteDagua,3,Olho d`água
Fonte_Dagua,qualidAgua,0,Desconhecida
Fonte_Dagua,qualidAgua,1,Potável
Fonte_Dagua,qualidAgua,2,Não potável
Fonte_Dagua,qualidAgua,3,Mineral
Fonte_Dagua,qualidAgua,4,Salobra
Fonte_Dagua,regime,0,Desconhecido
Fonte_Dagua,regime,1,Permanente
Fonte_Dagua,regime,3,Temporário
Ponto_Inicio_Drenagem,geometriaAproximada,1,Sim
Ponto_Inicio_Drenagem,geometriaAproximada,2,Não
Ponto_Inicio_Drenagem,nascente,0,Desconhecido
Ponto_Inicio_Drenagem,nascente,1,Sim
Ponto_Inicio_Drenagem,nascente,2,Não
Natureza_Fundo,geometriaAproximada,1,Sim
Natureza_Fundo,geometriaAproximada,2,Não
Natureza_Fundo,materialPredominante,0,Desconhecido
Natureza_Fundo,materialPredominante,4,Rocha
Natureza_Fundo,materialPredominante,12,Areia
Natureza_Fundo,materialPredominante,13,Areia fina
Natureza_Fundo,materialPredominante,14,Lama
Natureza_Fundo,materialPredominante,15,Argila
Natureza_Fundo,materialPredominante,16,Lodo
Natureza_Fundo,materialPredominante,18,Cascalho
Natureza_Fundo,materialPredominante,19,Seixo
Natureza_Fundo,materialPredominante,20,Coral
Natureza_Fundo,materialPredominante,21,Concha
Natureza_Fundo,materialPredominante,22,Ervas marinhas
Natureza_Fundo,materialPredominante,50,Pedra
Natureza_Fundo,materialPredominante,98,Misto
Natureza_Fundo,espessAlgas,1,Finas
Natureza_Fundo,espessAlgas,2,Médias
Natureza_Fundo,espessAlgas,3,Grossas
Ilha,geometriaAproximada,1,Sim
Ilha,geometriaAproximada,2,Não
Ilha,tipoElemNat,1,Fluvial
Ilha,tipoElemNat,2,Marítima
Ilha,tipoElemNat,3,Lacustre
Ilha,tipoElemNat,98,Mista
Rocha_Em_Agua,geometriaAproximada,1,Sim
Rocha_Em_Agua,geometriaAproximada,2,Não
Rocha_Em_Agua,situacaoEmAgua,0,Desconhecido
Rocha_Em_Agua,situacaoEmAgua,4,Emerso
Rocha_Em_Agua,situacaoEmAgua,5,Submerso
Rocha_Em_Agua,situacaoEmAgua,7,Cobre e Descobre
Recife,geometriaAproximada,1,Sim
Recife,geometriaAproximada,2,Não
Recife,tipoRecife,0,Desconhecido
Recife,tipoRecife,1,Arenito
Recife,tipoRecife,2,Rochoso
Recife,tipoRecife,20,Coral
Recife,situaMare,0,Desconhecido
Recife,situaMare,7,Cobre e Descobre
Recife,situaMare,8,Sempre fora d'água
Recife,situaMare,9,Sempre submerso
Recife,situacaoCosta,10,Contíguo
Recife,situacaoCosta,11,Afastado
Banco_Areia,geometriaAproximada,1,Sim
Banco_Areia,geometriaAproximada,2,Não
Banco_Areia,tipoBanco,1,Fluvial
Banco_Areia,tipoBanco,2,Marítimo
Banco_Areia,tipoBanco,3,Lacustre
Banco_Areia,tipoBanco,4,Cordão Arenoso
Banco_Areia,situacaoEmAgua,0,Desconhecido
Banco_Areia,situacaoEmAgua,4,Emerso
Banco_Areia,situacaoEmAgua,5,Submerso
Banco_Areia,situacaoEmAgua,7,Cobre e Descobre
Banco_Areia,materialPredominante,0,Desconhecido
Banco_Areia,materialPredominante,12,Areia
Banco_Areia,materialPredominante,18,Cascalho
Banco_Areia,materialPredominante,19,Seixo
Banco_Areia,materialPredominante,24,Saibro
Banco_Areia,materialPredominante,98,Misto
Quebramar_Molhe,geometriaAproximada,1,Sim
Quebramar_Molhe,geometriaAproximada,2,Não
Quebramar_Molhe,tipoQuebramarMolhe,0,Desconhecido
Quebramar_Molhe,tipoQuebramarMolhe,1,Quebramar
Quebramar_Molhe,tipoQuebramarMolhe,2,Molhe
Quebramar_Molhe,situaMare,7,Cobre e Descobre
Quebramar_Molhe,situaMare,8,Sempre fora d'água
Quebramar_Molhe,situaMare,9,Sempre submerso
Quebramar_Molhe,matConstr,0,Desconhecido
Quebramar_Molhe,matConstr,1,Alvenaria
Quebramar_Molhe,matConstr,2,Concreto
Quebramar_Molhe,matConstr,4,Rocha
Quebramar_Molhe,matConstr,99,Outros
Quebramar_Molhe,operacional,0,Desconhecido
Quebramar_Molhe,operacional,1,Sim
Quebramar_Molhe,operacional,2,Não
Quebramar_Molhe,situacaoFisica,0,Desconhecida
Quebramar_Molhe,situacaoFisica,1,Abandonada
Quebramar_Molhe,situacaoFisica,2,Destruída
Quebramar_Molhe,situacaoFisica,3,Em construção
Quebramar_Molhe,situacaoFisica,4,Planejada
Quebramar_Molhe,situacaoFisica,5,Construída
Area_Umida,geometriaAproximada,1,Sim
Area_Umida,geometriaAproximada,2,Não
Area_Umida,tipoAreaUmida,0,Desconhecido
Area_Umida,tipoAreaUmida,3,Lamacento
Area_Umida,tipoAreaUmida,4,Arenoso
Reservatorio_Hidrico,geometriaAproximada,1,Sim
Reservatorio_Hidrico,geometriaAproximada,2,Não
Reservatorio_Hidrico,usoPrincipal,0,Desconhecido
Reservatorio_Hidrico,usoPrincipal,1,Irrigação
Reservatorio_Hidrico,usoPrincipal,2,Abastecimento
Reservatorio_Hidrico,usoPrincipal,3,Energia
Reservatorio_Hidrico,usoPrincipal,97,Não aplicável
Reservatorio_Hidrico,usoPrincipal,99,Outros
Curva_Nivel,geometriaAproximada,1,Sim
Curva_Nivel,geometriaAproximada,2,Não
Curva_Nivel,indice,1,Mestra
Curva_Nivel,indice,2,Normal
Curva_Nivel,indice,3,Auxiliar
Curva_Nivel,depressao,1,Sim
Curva_Nivel,depressao,2,Não
Curva_Nivel,emMassaDagua,1,Sim
Curva_Nivel,emMassaDagua,2,Não
Ponto_Cotado_Altimetrico,geometriaAproximada,1,Sim
Ponto_Cotado_Altimetrico,geometriaAproximada,2,Não
Ponto_Cotado_Altimetrico,cotaComprovada,1,Sim
Ponto_Cotado_Altimetrico,cotaComprovada,2,Não
Elemento_Fisiog_Natural,geometriaAproximada,1,Sim
Elemento_Fisiog_Natural,geometriaAproximada,2,Não
Elemento_Fisiog_Natural,tipoElemNat,0,Desconhecido
Elemento_Fisiog_Natural,tipoElemNat,1,Serra
Elemento_Fisiog_Natural,tipoElemNat,2,Morro
Elemento_Fisiog_Natural,tipoElemNat,3,Montanha
Elemento_Fisiog_Natural,tipoElemNat,4,Chapada
Elemento_Fisiog_Natural,tipoElemNat,5,Maciço
Elemento_Fisiog_Natural,tipoElemNat,6,Planalto
Elemento_Fisiog_Natural,tipoElemNat,7,Planície
Elemento_Fisiog_Natural,tipoElemNat,9,Península
Elemento_Fisiog_Natural,tipoElemNat,10,Ponta
Elemento_Fisiog_Natural,tipoElemNat,11,Cabo
Elemento_Fisiog_Natural,tipoElemNat,12,Praia
Elemento_Fisiog_Natural,tipoElemNat,16,Escarpa
Elemento_Fisiog_Natural,tipoElemNat,17,Talude
Elemento_Fisiog_Natural,tipoElemNat,18,Falésia
Elemento_Fisiog_Natural,tipoElemNat,99,Outros
Dolina,geometriaAproximada,1,Sim
Dolina,geometriaAproximada,2,Não
Dolina,tipoElemNat,0,Desconhecido
Duna,geometriaAproximada,1,Sim
Duna,geometriaAproximada,2,Não
Duna,fixa,1,Sim
Duna,fixa,2,Não
Duna,tipoElemNat,99,Outros
Gruta_Caverna,geometriaAproximada,1,Sim
Gruta_Caverna,geometriaAproximada,2,Não
Gruta_Caverna,tipoElemNat,19,Gruta
Gruta_Caverna,tipoElemNat,20,Caverna
Rocha,geometriaAproximada,1,Sim
Rocha,geometriaAproximada,2,Não
Rocha,tipoElemNat,21,Matacão - pedra
Rocha,tipoElemNat,22,Penedo - isolado
Rocha,tipoElemNat,23,Área rochosa - lajedo
Terreno_Exposto,geometriaAproximada,1,Sim
Terreno_Exposto,geometriaAproximada,2,Não
Terreno_Exposto,tipoTerrExp,0,Desconhecido
Terreno_Exposto,tipoTerrExp,4,Pedregoso
Terreno_Exposto,tipoTerrExp,12,Areia
Terreno_Exposto,tipoTerrExp,18,Cascalho
Terreno_Exposto,tipoTerrExp,23,Terra
Terreno_Exposto,tipoTerrExp,24,Saibro
Terreno_Exposto,causaExposicao,4,Natural
Terreno_Exposto,causaExposicao,5,Artificial
Alter_Fisiog_Antropica,geometriaAproximada,1,Sim
Alter_Fisiog_Antropica,geometriaAproximada,2,Não
Alter_Fisiog_Antropica,tipoAlterAntrop,0,Desconhecido
Alter_Fisiog_Antropica,tipoAlterAntrop,24,Caixa de empréstimo
Alter_Fisiog_Antropica,tipoAlterAntrop,25,Área aterrada
Alter_Fisiog_Antropica,tipoAlterAntrop,26,Corte
Alter_Fisiog_Antropica,tipoAlterAntrop,27,Aterro
Alter_Fisiog_Antropica,tipoAlterAntrop,28,Resíduo de bota-fora
Alter_Fisiog_Antropica,tipoAlterAntrop,29,Resíduo sólido em geral
Veg_Area_Contato,geometriaAproximada,1,Sim
Veg_Area_Contato,geometriaAproximada,2,Não
Veg_Area_Contato,classificacaoPorte,0,Desconhecida
Veg_Area_Contato,classificacaoPorte,1,Arbórea
Veg_Area_Contato,classificacaoPorte,2,Arbustiva
Veg_Area_Contato,classificacaoPorte,98,Misto
Veg_Area_Contato,denso,0,Desconhecido
Veg_Area_Contato,denso,1,Sim
Veg_Area_Contato,denso,2,Não
Veg_Area_Contato,antropizada,0,Desconhecido
Veg_Area_Contato,antropizada,1,Sim
Veg_Area_Contato,antropizada,2,Não
Veg_Cultivada,geometriaAproximada,1,Sim
Veg_Cultivada,geometriaAproximada,2,Não
Veg_Cultivada,tipoLavoura,0,Desconhecido
Veg_Cultivada,tipoLavoura,1,Perene
Veg_Cultivada,tipoLavoura,2,Semi-perene
Veg_Cultivada,tipoLavoura,3,Anual
Veg_Cultivada,finalidade,0,Desconhecida
Veg_Cultivada,finalidade,1,Exploração econômica
Veg_Cultivada,finalidade,2,Subsistência
Veg_Cultivada,finalidade,3,Conservação ambiental
Veg_Cultivada,finalidade,99,Outras
Veg_Cultivada,terreno,1,Seco
Veg_Cultivada,terreno,2,Irrigado
Veg_Cultivada,terreno,3,Inundado
Veg_Cultivada,classificacaoPorte,0,Desconhecida
Veg_Cultivada,classificacaoPorte,1,Arbórea
Veg_Cultivada,classificacaoPorte,2,Arbustiva
Veg_Cultivada,classificacaoPorte,3,Herbácea
Veg_Cultivada,classificacaoPorte,4,Rasteira
Veg_Cultivada,classificacaoPorte,98,Misto
Veg_Cultivada,denso,0,Desconhecido
Veg_Cultivada,denso,1,Sim
Veg_Cultivada,denso,2,Não
Veg_Cultivada,cultivoPredominante,1,Milho
Veg_Cultivada,cultivoPredominante,2,Banana
Veg_Cultivada,cultivoPredominante,3,Laranja
Veg_Cultivada,cultivoPredominante,4,Trigo
Veg_Cultivada,cultivoPredominante,42,Videira
Veg_Cultivada,cultivoPredominante,6,Algodão herbáceo
Veg_Cultivada,cultivoPredominante,7,Cana-de-açúcar
Veg_Cultivada,cultivoPredominante,8,Fumo
Veg_Cultivada,cultivoPredominante,9,Soja
Veg_Cultivada,cultivoPredominante,10,Batata inglesa
Veg_Cultivada,cultivoPredominante,11,Mandioca
Veg_Cultivada,cultivoPredominante,12,Feijão
Veg_Cultivada,cultivoPredominante,13,Arroz
Veg_Cultivada,cultivoPredominante,14,Café
Veg_Cultivada,cultivoPredominante,15,Cacau
Veg_Cultivada,cultivoPredominante,16,Erva-mate
Veg_Cultivada,cultivoPredominante,17,Palmeira
Veg_Cultivada,cultivoPredominante,18,Açaí
Veg_Cultivada,cultivoPredominante,19,Seringueira
Veg_Cultivada,cultivoPredominante,20,Eucalipto
Veg_Cultivada,cultivoPredominante,21,Acácia
Veg_Cultivada,cultivoPredominante,22,Algaroba
Veg_Cultivada,cultivoPredominante,23,Pinus
Veg_Cultivada,cultivoPredominante,24,Pastagem cultivada
Veg_Cultivada,cultivoPredominante,25,Hortaliças
Veg_Cultivada,cultivoPredominante,26,Bracatinga
Veg_Cultivada,cultivoPredominante,27,Araucária
Veg_Cultivada,cultivoPredominante,28,Carnaúba
Veg_Cultivada,cultivoPredominante,29,Pera
Veg_Cultivada,cultivoPredominante,30,Maçã
Veg_Cultivada,cultivoPredominante,31,Pêssego
Veg_Cultivada,cultivoPredominante,32,Juta
Veg_Cultivada,cultivoPredominante,33,Cebola
Veg_Cultivada,cultivoPredominante,34,Mamão
Veg_Cultivada,cultivoPredominante,35,Manga
Veg_Cultivada,cultivoPredominante,36,Coco
Veg_Cultivada,cultivoPredominante,37,Goiaba
Veg_Cultivada,cultivoPredominante,38,Limão
Veg_Cultivada,cultivoPredominante,96,Não identificado
Veg_Cultivada,cultivoPredominante,98,Misto
Veg_Cultivada,cultivoPredominante,99,Outras
Mangue,geometriaAproximada,1,Sim
Mangue,geometriaAproximada,2,Não
Mangue,classificacaoPorte,0,Desconhecida
Mangue,classificacaoPorte,1,Arbórea
Mangue,classificacaoPorte,2,Arbustiva
Mangue,classificacaoPorte,98,Misto
Mangue,denso,0,Desconhecido
Mangue,denso,1,Sim
Mangue,denso,2,Não
Mangue,antropizada,0,Desconhecido
Mangue,antropizada,1,Sim
Mangue,antropizada,2,Não
Brejo_Pantano,geometriaAproximada,1,Sim
Brejo_Pantano,geometriaAproximada,2,Não
Brejo_Pantano,classificacaoPorte,0,Desconhecida
Brejo_Pantano,classificacaoPorte,1,Arbórea
Brejo_Pantano,classificacaoPorte,2,Arbustiva
Brejo_Pantano,classificacaoPorte,98,Misto
Brejo_Pantano,denso,0,Desconhecido
Brejo_Pantano,denso,1,Sim
Brejo_Pantano,denso,2,Não
Brejo_Pantano,antropizada,0,Desconhecido
Brejo_Pantano,antropizada,1,Sim
Brejo_Pantano,antropizada,2,Não
Brejo_Pantano,tipoBrejoPantano,0,Desconhecido
Brejo_Pantano,tipoBrejoPantano,1,Brejo
Brejo_Pantano,tipoBrejoPantano,2,Pântano
Veg_Restinga,geometriaAproximada,1,Sim
Veg_Restinga,geometriaAproximada,2,Não
Veg_Restinga,classificacaoPorte,0,Desconhecida
Veg_Restinga,classificacaoPorte,1,Arbórea
Veg_Restinga,classificacaoPorte,2,Arbustiva
Veg_Restinga,classificacaoPorte,98,Misto
Veg_Restinga,denso,0,Desconhecido
Veg_Restinga,denso,1,Sim
Veg_Restinga,denso,2,Não
Veg_Restinga,antropizada,0,Desconhecido
Veg_Restinga,antropizada,1,Sim
Veg_Restinga,antropizada,2,Não
Campinarana,geometriaAproximada,1,Sim
Campinarana,geometriaAproximada,2,Não
Campinarana,classificacaoPorte,0,Desconhecida
Campinarana,classificacaoPorte,1,Arbórea
Campinarana,classificacaoPorte,2,Arbustiva
Campinarana,classificacaoPorte,98,Misto
Campinarana,denso,0,Desconhecido
Campinarana,denso,1,Sim
Campinarana,denso,2,Não
Campinarana,antropizada,0,Desconhecido
Campinarana,antropizada,1,Sim
Campinarana,antropizada,2,Não
Floresta,geometriaAproximada,1,Sim
Floresta,geometriaAproximada,2,Não
Floresta,caracteristicaFloresta,0,Desconhecida
Floresta,caracteristicaFloresta,1,Floresta
Floresta,caracteristicaFloresta,2,Mata
Floresta,caracteristicaFloresta,3,Bosque
Floresta,especiePredominante,10,Cipó
Floresta,especiePredominante,11,Bambu
Floresta,especiePredominante,12,Sororoca
Floresta,especiePredominante,17,Palmeira
Floresta,especiePredominante,27,Araucária
Floresta,especiePredominante,41,Babaçu
Floresta,especiePredominante,96,Não identificado
Floresta,especiePredominante,98,Mista
Floresta,classificacaoPorte,0,Desconhecida
Floresta,classificacaoPorte,1,Arbórea
Floresta,classificacaoPorte,2,Arbustiva
Floresta,classificacaoPorte,98,Misto
Floresta,denso,0,Desconhecido
Floresta,denso,1,Sim
Floresta,denso,2,Não
Floresta,antropizada,0,Desconhecido
Floresta,antropizada,1,Sim
Floresta,antropizada,2,Não
Macega_Chavascal,geometriaAproximada,1,Sim
Macega_Chavascal,geometriaAproximada,2,Não
Macega_Chavascal,tipoMacChav,0,Desconhecido
Macega_Chavascal,tipoMacChav,1,Macega
Macega_Chavascal,tipoMacChav,2,Chavascal
Macega_Chavascal,classificacaoPorte,0,Desconhecida
Macega_Chavascal,classificacaoPorte,1,Arbórea
Macega_Chavascal,classificacaoPorte,2,Arbustiva
Macega_Chavascal,classificacaoPorte,98,Misto
Macega_Chavascal,denso,0,Desconhecido
Macega_Chavascal,denso,1,Sim
Macega_Chavascal,denso,2,Não
Macega_Chavascal,antropizada,0,Desconhecido
Macega_Chavascal,antropizada,1,Sim
Macega_Chavascal,antropizada,2,Não
Cerrado_Cerradao,geometriaAproximada,1,Sim
Cerrado_Cerradao,geometriaAproximada,2,Não
Cerrado_Cerradao,tipoCerr,0,Desconhecido
Cerrado_Cerradao,tipoCerr,1,Cerrado
Cerrado_Cerradao,tipoCerr,2,Cerradão
Cerrado_Cerradao,classificacaoPorte,0,Desconhecida
Cerrado_Cerradao,classificacaoPorte,1,Arbórea
Cerrado_Cerradao,classificacaoPorte,2,Arbustiva
Cerrado_Cerradao,classificacaoPorte,98,Misto
Cerrado_Cerradao,denso,0,Desconhecido
Cerrado_Cerradao,denso,1,Sim
Cerrado_Cerradao,denso,2,Não
Cerrado_Cerradao,antropizada,0,Desconhecido
Cerrado_Cerradao,antropizada,1,Sim
Cerrado_Cerradao,antropizada,2,Não
Caatinga,geometriaAproximada,1,Sim
Caatinga,geometriaAproximada,2,Não
Caatinga,classificacaoPorte,0,Desconhecida
Caatinga,classificacaoPorte,1,Arbórea
Caatinga,classificacaoPorte,2,Arbustiva
Caatinga,classificacaoPorte,98,Misto
Caatinga,denso,0,Desconhecido
Caatinga,denso,1,Sim
Caatinga,denso,2,Não
Caatinga,antropizada,0,Desconhecido
Caatinga,antropizada,1,Sim
Caatinga,antropizada,2,Não
Estepe,geometriaAproximada,1,Sim
Estepe,geometriaAproximada,2,Não
Estepe,classificacaoPorte,0,Desconhecida
Estepe,classificacaoPorte,3,Herbácea
Estepe,classificacaoPorte,98,Misto
Estepe,denso,0,Desconhecido
Estepe,denso,1,Sim
Estepe,denso,2,Não
Estepe,antropizada,0,Desconhecido
Estepe,antropizada,1,Sim
Estepe,antropizada,2,Não
Campo,geometriaAproximada,1,Sim
Campo,geometriaAproximada,2,Não
Campo,tipoCampo,0,Desconhecido
Campo,tipoCampo,1,Sujo
Campo,tipoCampo,2,Limpo
Campo,ocorrenciaEm,5,Brejo ou pântano
Campo,ocorrenciaEm,6,Caatinga
Campo,ocorrenciaEm,7,Estepe
Campo,ocorrenciaEm,8,Pastagem
Campo,ocorrenciaEm,13,Cerrado ou cerradão
Campo,ocorrenciaEm,14,Macega ou chavascal
Campo,ocorrenciaEm,19,Campinarana
Campo,ocorrenciaEm,15,Floresta
Campo,ocorrenciaEm,96,Não identificado
Trecho_Rodoviario,geometriaAproximada,1,Sim
Trecho_Rodoviario,geometriaAproximada,2,Não
Trecho_Rodoviario,tipoTrechoRod,1,Acesso
Trecho_Rodoviario,tipoTrechoRod,2,Rodovia
Trecho_Rodoviario,tipoTrechoRod,3,Caminho carroçável
