classe,atributo,code,value
Unidade_Uso_Sustentavel,tipoUnidUsoSust,2,Área de relevante interesse ecológico - ARIE
Unidade_Uso_Sustentavel,tipoUnidUsoSust,3,Floresta - FLO
Unidade_Uso_Sustentavel,tipoUnidUsoSust,4,Reserva de desenvolvimento sustentável - RDS
Unidade_Uso_Sustentavel,tipoUnidUsoSust,5,Reserva extrativista - RESEX
Unidade_Uso_Sustentavel,tipoUnidUsoSust,6,Reserva de fauna - REFAU
Unidade_Uso_Sustentavel,tipoUnidUsoSust,7,Reserva particular do patrimônio natural - RPPN
Unid_Protecao_Integral,geometriaAproximada,1,Sim
Unid_Protecao_Integral,geometriaAproximada,2,Não
Unid_Protecao_Integral,administracao,0,Desconhecida
Unid_Protecao_Integral,administracao,1,Federal
Unid_Protecao_Integral,administracao,2,Estadual
Unid_Protecao_Integral,administracao,3,Municipal
Unid_Protecao_Integral,administracao,5,Distrital
Unid_Protecao_Integral,tipoUnidProtInteg,1,Estação ecológica - ESEC
Unid_Protecao_Integral,tipoUnidProtInteg,2,Parque - PAR
Unid_Protecao_Integral,tipoUnidProtInteg,3,Monumento natural - MONA
Unid_Protecao_Integral,tipoUnidProtInteg,4,Reserva biológica - REBIO
Unid_Protecao_Integral,tipoUnidProtInteg,5,Refúgio de vida silvestre - RVS
Unidade_Conserv_Nao_SNUC,geometriaAproximada,1,Sim
Unidade_Conserv_Nao_SNUC,geometriaAproximada,2,Não
Unidade_Conserv_Nao_SNUC,administracao,0,Desconhecida
Unidade_Conserv_Nao_SNUC,administracao,1,Federal
Unidade_Conserv_Nao_SNUC,administracao,2,Estadual
Unidade_Conserv_Nao_SNUC,administracao,3,Municipal
Unidade_Conserv_Nao_SNUC,administracao,5,Distrital
Outras_Unid_Protegidas,geometriaAproximada,1,Sim
Outras_Unid_Protegidas,geometriaAproximada,2,Não
Outras_Unid_Protegidas,tipoOutUnidProt,1,Área de preservação permanente
Outras_Unid_Protegidas,tipoOutUnidProt,2,Reserva legal
Outras_Unid_Protegidas,tipoOutUnidProt,3,Mosaico
Outras_Unid_Protegidas,tipoOutUnidProt,4,Distrito florestal
Outras_Unid_Protegidas,tipoOutUnidProt,5,Corredor ecológico
Outras_Unid_Protegidas,tipoOutUnidProt,6,Floresta pública
Outras_Unid_Protegidas,tipoOutUnidProt,7,Sítios RAMSAR
Outras_Unid_Protegidas,tipoOutUnidProt,8,Sítios do patrimônio
Outras_Unid_Protegidas,tipoOutUnidProt,9,Reserva da Biosfera
Outras_Unid_Protegidas,administracao,0,Desconhecida
Outras_Unid_Protegidas,administracao,1,Federal
Outras_Unid_Protegidas,administracao,2,Estadual
Outras_Unid_Protegidas,administracao,3,Municipal
Outras_Unid_Protegidas,administracao,5,Distrital
Area_Uso_Comunitario,geometriaAproximada,1,Sim
Area_Uso_Comunitario,geometriaAproximada,2,Não
Area_Uso_Comunitario,tipoAreaUsoComun,1,Quilombo
Area_Uso_Comunitario,tipoAreaUsoComun,2,Assentamento rural
Area_Desenv_Controle,geometriaAproximada,1,Sim
Area_Desenv_Controle,geometriaAproximada,2,Não
Terra_Indigena,geometriaAproximada,1,Sim
Terra_Indigena,geometriaAproximada,2,Não
Terra_Indigena,tipoAreaUsoComun,1,Quilombo
Terra_Indigena,tipoAreaUsoComun,2,Assentamento rural
Terra_Indigena,situacaoJuridica,1,Delimitada
Terra_Indigena,situacaoJuridica,2,Declarada
Terra_Indigena,situacaoJuridica,3,Homologada ou demarcada
Terra_Indigena,situacaoJuridica,4,Regularizada
Edif_Pub_Civil,geometriaAproximada,1,Sim
Edif_Pub_Civil,geometriaAproximada,2,Não
Edif_Pub_Civil,tipoEdif,0,Desconhecido
Edif_Pub_Civil,tipoEdif,1,Policial
Edif_Pub_Civil,tipoEdif,2,Prisional
Edif_Pub_Civil,tipoEdif,3,Cartorial
Edif_Pub_Civil,tipoEdif,4,Gestão
Edif_Pub_Civil,tipoEdif,5,Eleitoral
Edif_Pub_Civil,tipoEdif,6,Produção e/ou pesquisa
Edif_Pub_Civil,tipoEdif,7,Seguridade social
Edif_Pub_Civil,tipoEdif,8,Câmara municipal
Edif_Pub_Civil,tipoEdif,9,Assembléia legislativa
Edif_Pub_Civil,tipoEdif,22,Prefeitura
Edif_Pub_Civil,tipoEdif,99,Outros
Edif_Pub_Civil,operacional,0,Desconhecido
Edif_Pub_Civil,operacional,1,Sim
Edif_Pub_Civil,operacional,2,Não
Edif_Pub_Civil,situacaoFisica,0,Desconhecida
Edif_Pub_Civil,situacaoFisica,1,Abandonada
Edif_Pub_Civil,situacaoFisica,2,Destruída
Edif_Pub_Civil,situacaoFisica,3,Em construção
Edif_Pub_Civil,situacaoFisica,5,Construída
Edif_Pub_Civil,matConstr,0,Desconhecido
Edif_Pub_Civil,matConstr,1,Alvenaria
Edif_Pub_Civil,matConstr,2,Concreto
Edif_Pub_Civil,matConstr,3,Metal
Edif_Pub_Civil,matConstr,4,Rocha
Edif_Pub_Civil,matConstr,5,Madeira
Edif_Pub_Civil,matConstr,97,Não Aplicável
Edif_Pub_Civil,matConstr,99,Outros
Edif_Pub_Civil,tipoUsoEdif,0,Desconhecido
Edif_Pub_Civil,tipoUsoEdif,1,Próprio nacional
Edif_Pub_Civil,tipoUsoEdif,2,Uso especial da União
Posto_Fiscal,geometriaAproximada,1,Sim
Posto_Fiscal,geometriaAproximada,2,Não
Posto_Fiscal,tipoEdif,0,Desconhecido
Posto_Fiscal,tipoEdif,10,Tributação
Posto_Fiscal,tipoEdif,11,Fiscalização
Posto_Fiscal,tipoEdif,98,Misto
Posto_Fiscal,tipoEdif,99,Outros
Posto_Fiscal,tipoUsoEdif,2,Uso especial da União
Posto_Fiscal,tipoUsoEdif,0,Desconhecido
Posto_Fiscal,operacional,0,Desconhecido
Posto_Fiscal,operacional,1,Sim
Posto_Fiscal,operacional,2,Não
Posto_Fiscal,situacaoFisica,0,Desconhecida
Posto_Fiscal,situacaoFisica,1,Abandonada
Posto_Fiscal,situacaoFisica,2,Destruída
Posto_Fiscal,situacaoFisica,3,Em construção
Posto_Fiscal,situacaoFisica,5,Construída
Posto_Fiscal,matConstr,0,Desconhecido
Posto_Fiscal,matConstr,1,Alvenaria
Posto_Fiscal,matConstr,2,Concreto
Posto_Fiscal,matConstr,3,Metal
Posto_Fiscal,matConstr,5,Madeira
Posto_Fiscal,matConstr,99,Outros
Edif_Pub_Militar,geometriaAproximada,1,Sim
Edif_Pub_Militar,geometriaAproximada,2,Não
Edif_Pub_Militar,tipoEdif,0,Desconhecido
Edif_Pub_Militar,tipoEdif,12,Aquartelamento
Edif_Pub_Militar,tipoEdif,13,Campo de instrução
Edif_Pub_Militar,tipoEdif,14,Campo de tiro
Edif_Pub_Militar,tipoEdif,15,Base aérea
Edif_Pub_Militar,tipoEdif,16,Distrito naval
Edif_Pub_Militar,tipoEdif,17,Hotel de trânsito
Edif_Pub_Militar,tipoEdif,18,Delegacia serviço militar
Edif_Pub_Militar,tipoEdif,19,Posto
Edif_Pub_Militar,tipoEdif,99,Outros
Edif_Pub_Militar,operacional,0,Desconhecido
Edif_Pub_Militar,operacional,1,Sim
Edif_Pub_Militar,operacional,2,Não
Edif_Pub_Militar,situacaoFisica,0,Desconhecida
Edif_Pub_Militar,situacaoFisica,1,Abandonada
Edif_Pub_Militar,situacaoFisica,2,Destruída
Edif_Pub_Militar,situacaoFisica,3,Em construção
Edif_Pub_Militar,situacaoFisica,5,Construída
Edif_Pub_Militar,matConstr,0,Desconhecido
Edif_Pub_Militar,matConstr,1,Alvenaria
Edif_Pub_Militar,matConstr,2,Concreto
Edif_Pub_Militar,matConstr,3,Metal
Edif_Pub_Militar,matConstr,5,Madeira
Edif_Pub_Militar,matConstr,4,Rocha
Edif_Pub_Militar,matConstr,97,Não Aplicável
Edif_Pub_Militar,matConstr,99,Outros
Edif_Pub_Militar,tipoUsoEdif,0,Desconhecido
Edif_Pub_Militar,tipoUsoEdif,1,Próprio nacional
Edif_Pub_Militar,tipoUsoEdif,2,Uso especial da União
Posto_Pol_Rod,geometriaAproximada,1,Sim
Posto_Pol_Rod,geometriaAproximada,2,Não
Posto_Pol_Rod,tipoEdif,0,Desconhecido
Posto_Pol_Rod,tipoEdif,20,Posto PM
Posto_Pol_Rod,tipoEdif,21,Posto PRF
Posto_Pol_Rod,tipoUsoEdif,0,Desconhecido
Posto_Pol_Rod,tipoUsoEdif,1,Policial
Posto_Pol_Rod,operacional,0,Desconhecido
Posto_Pol_Rod,operacional,1,Sim
Posto_Pol_Rod,operacional,2,Não
Posto_Pol_Rod,situacaoFisica,0,Desconhecida
Posto_Pol_Rod,situacaoFisica,1,Abandonada
Posto_Pol_Rod,situacaoFisica,2,Destruída
Posto_Pol_Rod,situacaoFisica,3,Em construção
Posto_Pol_Rod,situacaoFisica,5,Construída
Posto_Pol_Rod,matConstr,0,Desconhecido
Posto_Pol_Rod,matConstr,1,Alvenaria
Posto_Pol_Rod,matConstr,2,Concreto
Posto_Pol_Rod,matConstr,3,Metal
Posto_Pol_Rod,matConstr,5,Madeira
Posto_Pol_Rod,matConstr,99,Outros
Edif_Saude,geometriaAproximada,1,Sim
Edif_Saude,geometriaAproximada,2,Não
Edif_Saude,tipoClasseCnae,0,Desconhecido
Edif_Saude,tipoClasseCnae,26,85.11-1 Atendimento hospitalar (Hospital)
Edif_Saude,tipoClasseCnae,27,85.12-0 Atendimento a urgência e emergências (Pronto Socorro)
Edif_Saude,tipoClasseCnae,28,85.13-8 Atenção ambulatorial (Posto e Centro de Saúde)
Edif_Saude,tipoClasseCnae,29,85.14-6 Serviços de complementação diagnóstica ou terapêutica
Edif_Saude,tipoClasseCnae,30,85.16-2 Outras atividades relacionadas com a atenção à saúde (Instituto de Pesquisa)
Edif_Saude,tipoClasseCnae,31,85.20-0 Serviços veterinários
Edif_Saude,tipoClasseCnae,98,Misto
Edif_Saude,tipoClasseCnae,99,Outros
Edif_Saude,operacional,0,Desconhecido
Edif_Saude,operacional,1,Sim
Edif_Saude,operacional,2,Não
Edif_Saude,situacaoFisica,0,Desconhecida
Edif_Saude,situacaoFisica,1,Abandonada
Edif_Saude,situacaoFisica,2,Destruída
Edif_Saude,situacaoFisica,3,Em construção
Edif_Saude,situacaoFisica,5,Construída
Edif_Saude,matConstr,0,Desconhecido
Edif_Saude,matConstr,1,Alvenaria
Edif_Saude,matConstr,2,Concreto
Edif_Saude,matConstr,3,Metal
Edif_Saude,matConstr,5,Madeira
Edif_Saude,matConstr,4,Rocha
Edif_Saude,matConstr,97,Não aplicável
Edif_Saude,matConstr,99,Outros
Edif_Saude,nivelAtencao,5,Primário
Edif_Saude,nivelAtencao,6,Secundário
Edif_Saude,nivelAtencao,7,Terciário
Edif_Servico_Social,geometriaAproximada,1,Sim
Edif_Servico_Social,geometriaAproximada,2,Não
Edif_Servico_Social,tipoClasseCnae,0,Desconhecido
Edif_Servico_Social,tipoClasseCnae,32,85.31-6 Serviços sociais com alojamento
Edif_Servico_Social,tipoClasseCnae,33,85.32-4 Serviços Sociais sem alojamento
Edif_Servico_Social,tipoClasseCnae,98,Misto
Edif_Servico_Social,tipoClasseCnae,99,Outros
Edif_Servico_Social,operacional,0,Desconhecido
Edif_Servico_Social,operacional,1,Sim
Edif_Servico_Social,operacional,2,Não
Edif_Servico_Social,situacaoFisica,0,Desconhecida
Edif_Servico_Social,situacaoFisica,1,Abandonada
Edif_Servico_Social,situacaoFisica,2,Destruída
Edif_Servico_Social,situacaoFisica,3,Em construção
Edif_Servico_Social,situacaoFisica,5,Construída
Edif_Servico_Social,matConstr,0,Desconhecido
Edif_Servico_Social,matConstr,1,Alvenaria
Edif_Servico_Social,matConstr,2,Concreto
Edif_Servico_Social,matConstr,3,Metal
Edif_Servico_Social,matConstr,4,Rocha
Edif_Servico_Social,matConstr,5,Madeira
Edif_Servico_Social,matConstr,97,Não aplicável
Edif_Servico_Social,matConstr,99,Outros
Descontinuidade_Geom_HID,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_HID,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_HID,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_HID,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_HID,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_HID,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_HID,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_TRA,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_TRA,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_TRA,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_TRA,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_TRA,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_TRA,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_TRA,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_VEG,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_VEG,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_VEG,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_VEG,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_VEG,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_VEG,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_VEG,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_REL,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_REL,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_REL,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_REL,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_REL,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_REL,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_REL,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_ECO,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_ECO,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_ECO,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_ECO,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_ECO,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_ECO,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_ECO,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_EDU,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_EDU,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_EDU,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_EDU,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_EDU,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_EDU,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_EDU,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_ASB,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_ASB,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_ASB,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_ASB,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_ASB,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_ASB,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_ASB,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_ADM,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_ADM,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_ADM,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_ADM,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_ADM,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_ADM,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_ADM,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_ENC,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_ENC,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_ENC,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_ENC,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_ENC,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_ENC,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_ENC,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_LIM,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_LIM,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_LIM,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_LIM,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_LIM,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_LIM,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_LIM,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_LOC,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_LOC,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_LOC,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_LOC,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_LOC,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_LOC,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_LOC,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_PTO,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_PTO,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_PTO,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_PTO,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_PTO,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_PTO,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_PTO,motivoDescontinuidade,7,Descontinuidade por excesso
Descontinuidade_Geom_SAU,motivoDescontinuidade,1,Descontinuidade Temporal
Descontinuidade_Geom_SAU,motivoDescontinuidade,2,Descontinuidade devido a transformação
Descontinuidade_Geom_SAU,motivoDescontinuidade,3,Descontinuidade por escala de insumo
Descontinuidade_Geom_SAU,motivoDescontinuidade,4,Descontinuidade por falta de acurácia
Descontinuidade_Geom_SAU,motivoDescontinuidade,5,Descontinuidade por diferente interpretação das classes
Descontinuidade_Geom_SAU,motivoDescontinuidade,6,Descontinuidade por omissão
Descontinuidade_Geom_SAU,motivoDescontinuidade,7,Descontinuidade por excesso
Pais,geometriaAproximada,1,Sim
Pais,geometriaAproximada,2,Não
Unidade_Federacao,geometriaAproximada,1,Sim
Unidade_Federacao,geometriaAproximada,2,Não
Municipio,geometriaAproximada,1,Sim
Municipio,geometriaAproximada,2,Não
Distrito,geometriaAproximada,1,Sim
Distrito,geometriaAproximada,2,Não
Sub_Distrito,geometriaAproximada,1,Sim
Sub_Distrito,geometriaAproximada,2,Não
Regiao_Administrativa,geometriaAproximada,1,Sim
Regiao_Administrativa,geometriaAproximada,2,Não
Bairro,geometriaAproximada,1,Sim
Bairro,geometriaAproximada,2,Não
Area_De_Litigio,geometriaAproximada,1,Sim
Area_De_Litigio,geometriaAproximada,2,Não
Area_Abast_Agua,geometriaAproximada,1,Sim
Area_Abast_Agua,geometriaAproximada,2,Não
Area_Comerc_Serv,geometriaAproximada,1,Sim
Area_Comerc_Serv,geometriaAproximada,2,Não
Area_Comunicacao,geometriaAproximada,1,Sim
Area_Comunicacao,geometriaAproximada,2,Não
Area_Duto,geometriaAproximada,1,Sim
Area_Duto,geometriaAproximada,2,Não
Area_Energia_Eletrica,geometriaAproximada,1,Sim
Area_Energia_Eletrica,geometriaAproximada,2,Não
Area_Ensino,geometriaAproximada,1,Sim
Area_Ensino,geometriaAproximada,2,Não
Area_Est_Med_Fenomenos,geometriaAproximada,1,Sim
Area_Est_Med_Fenomenos,geometriaAproximada,2,Não
Area_Estrut_Transporte,geometriaAproximada,1,Sim
Area_Estrut_Transporte,geometriaAproximada,2,Não
Area_Ext_Mineral,geometriaAproximada,1,Sim
Area_Ext_Mineral,geometriaAproximada,2,Não
Area_Habitacional,geometriaAproximada,1,Sim
Area_Habitacional,geometriaAproximada,2,Não
Area_Lazer,geometriaAproximada,1,Sim
Area_Lazer,geometriaAproximada,2,Não
Area_Pub_Civil,geometriaAproximada,1,Sim
Area_Pub_Civil,geometriaAproximada,2,Não
Area_Pub_Militar,geometriaAproximada,1,Sim
Area_Pub_Militar,geometriaAproximada,2,Não
Area_Religiosa,geometriaAproximada,1,Sim
Area_Religiosa,geometriaAproximada,2,Não
Area_Ruinas,geometriaAproximada,1,Sim
Area_Ruinas,geometriaAproximada,2,Não
Area_Saneamento,geometriaAproximada,1,Sim
Area_Saneamento,geometriaAproximada,2,Não
Area_Saude,geometriaAproximada,1,Sim
Area_Saude,geometriaAproximada,2,Não
Area_Servico_Social,geometriaAproximada,1,Sim
Area_Servico_Social,geometriaAproximada,2,Não
