classe,atributo,code,value,dominio
adm_area_pub_civil,geometriaaproximada,1,Sim,geometriaaproximada
adm_area_pub_civil,geometriaaproximada,2,Não,geometriaaproximada
adm_area_pub_militar,geometriaaproximada,1,Sim,geometriaaproximada
adm_area_pub_militar,geometriaaproximada,2,Não,geometriaaproximada
adm_descontinuidade_geometrica,motivodescontinuidade,1,Descontinuidade Temporal,motivodescontinuidade
adm_descontinuidade_geometrica,motivodescontinuidade,2,Descontinuidade devido a transformação,motivodescontinuidade
adm_descontinuidade_geometrica,motivodescontinuidade,3,Descontinuidade por escala de insumo,motivodescontinuidade
adm_descontinuidade_geometrica,motivodescontinuidade,4,Descontinuidade por falta de acurácia,motivodescontinuidade
adm_descontinuidade_geometrica,motivodescontinuidade,5,Descontinuidade por diferente interpretação das classes,motivodescontinuidade
adm_descontinuidade_geometrica,motivodescontinuidade,6,Descontinuidade por omissão,motivodescontinuidade
adm_descontinuidade_geometrica,motivodescontinuidade,7,Descontinuidade por excesso,motivodescontinuidade
adm_edif_pub_civil,geometriaaproximada,1,Sim,geometriaaproximada
adm_edif_pub_civil,geometriaaproximada,2,Não,geometriaaproximada
adm_edif_pub_civil,operacional,0,Desconhecido,operacional
adm_edif_pub_civil,operacional,1,Sim,operacional
adm_edif_pub_civil,operacional,2,Não,operacional
adm_edif_pub_civil,tipoedifcivil,0,Desconhecido,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,1,Policial,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,2,Prisional,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,3,Cartorial,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,4,Gestão,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,5,Eleitoral,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,6,Produção e/ou pesquisa,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,7,Seguridade Social,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,8,Câmara Municipal,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,9,Assembléia Legislativa,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,22,Prefeitura,tipoedifcivil
adm_edif_pub_civil,tipoedifcivil,99,Outros,tipoedifcivil
adm_edif_pub_civil,tipousoedif,0,Desconhecido,tipousoedif
adm_edif_pub_civil,tipousoedif,1,Próprio nacional,tipousoedif
adm_edif_pub_civil,tipousoedif,2,Uso especial da União,tipousoedif
adm_edif_pub_militar,geometriaaproximada,1,Sim,geometriaaproximada
adm_edif_pub_militar,geometriaaproximada,2,Não,geometriaaproximada
asb_edif_saneamento,situacaofisica,0,Desconhecida,situacaofisica
asb_edif_saneamento,situacaofisica,1,Abandonada,situacaofisica
asb_edif_saneamento,situacaofisica,2,Destruída,situacaofisica
asb_edif_saneamento,situacaofisica,3,Em Construção,situacaofisica
asb_edif_saneamento,situacaofisica,4,Planejada,situacaofisica
asb_edif_saneamento,situacaofisica,5,Construída,situacaofisica
adm_edif_pub_militar,operacional,0,Desconhecido,operacional
adm_edif_pub_militar,operacional,1,Sim,operacional
adm_edif_pub_militar,operacional,2,Não,operacional
adm_edif_pub_militar,tipoedifmil,0,Desconhecido,tipoedifmil
adm_edif_pub_militar,tipoedifmil,12,Aquartelamento,tipoedifmil
adm_edif_pub_militar,tipoedifmil,13,Campo de instrução,tipoedifmil
adm_edif_pub_militar,tipoedifmil,14,Campo de tiro,tipoedifmil
adm_edif_pub_militar,tipoedifmil,15,Base aérea,tipoedifmil
adm_edif_pub_militar,tipoedifmil,16,Distrito naval,tipoedifmil
adm_edif_pub_militar,tipoedifmil,17,Hotel de trânsito,tipoedifmil
adm_edif_pub_militar,tipoedifmil,18,Delegacia serviço militar,tipoedifmil
adm_edif_pub_militar,tipoedifmil,19,Posto,tipoedifmil
adm_edif_pub_militar,tipoedifmil,99,Outros,tipoedifmil
adm_edif_pub_militar,tipousoedif,0,Desconhecido,tipousoedif
adm_edif_pub_militar,tipousoedif,1,Próprio nacional,tipousoedif
adm_edif_pub_militar,tipousoedif,2,Uso especial da União,tipousoedif
adm_posto_fiscal,geometriaaproximada,1,Sim,geometriaaproximada
adm_posto_fiscal,geometriaaproximada,2,Não,geometriaaproximada
adm_posto_fiscal,operacional,0,Desconhecido,operacional
adm_posto_fiscal,operacional,1,Sim,operacional
adm_posto_fiscal,operacional,2,Não,operacional
adm_posto_fiscal,tipopostofisc,0,Desconhecido,tipopostofisc
adm_posto_fiscal,tipopostofisc,10,Tributação,tipopostofisc
adm_posto_fiscal,tipopostofisc,11,Fiscalização,tipopostofisc
adm_posto_fiscal,tipopostofisc,98,Mista,tipopostofisc
adm_posto_fiscal,tipopostofisc,99,Outros,tipopostofisc
asb_edif_abast_agua,geometriaaproximada,1,Sim,geometriaaproximada
asb_edif_abast_agua,geometriaaproximada,2,Não,geometriaaproximada
adm_posto_pol_rod,geometriaaproximada,1,Sim,geometriaaproximada
adm_posto_pol_rod,geometriaaproximada,2,Não,geometriaaproximada
adm_posto_pol_rod,operacional,0,Desconhecido,operacional
adm_posto_pol_rod,operacional,1,Sim,operacional
adm_posto_pol_rod,operacional,2,Não,operacional
adm_posto_pol_rod,tipopostopol,0,Desconhecido,tipopostopol
adm_posto_pol_rod,tipopostopol,20,Posto PM,tipopostopol
adm_posto_pol_rod,tipopostopol,21,Posto PRF,tipopostopol
asb_area_abast_agua,geometriaaproximada,1,Sim,geometriaaproximada
asb_area_abast_agua,geometriaaproximada,2,Não,geometriaaproximada
asb_area_saneamento,geometriaaproximada,1,Sim,geometriaaproximada
asb_area_saneamento,geometriaaproximada,2,Não,geometriaaproximada
asb_cemiterio,denominacaoassociada,5,Cristã,denominacaoassociada
asb_cemiterio,denominacaoassociada,6,Israelita,denominacaoassociada
asb_cemiterio,denominacaoassociada,7,Muçulmana,denominacaoassociada
asb_cemiterio,denominacaoassociada,99,Outras,denominacaoassociada
asb_cemiterio,geometriaaproximada,1,Sim,geometriaaproximada
asb_cemiterio,geometriaaproximada,2,Não,geometriaaproximada
asb_cemiterio,tipocemiterio,0,Desconhecido,tipocemiterio
asb_cemiterio,tipocemiterio,1,Crematório,tipocemiterio
asb_cemiterio,tipocemiterio,2,Parque,tipocemiterio
asb_cemiterio,tipocemiterio,3,Vertical,tipocemiterio
asb_cemiterio,tipocemiterio,4,Comum,tipocemiterio
asb_cemiterio,tipocemiterio,5,Túmulo Isolado,tipocemiterio
asb_cemiterio,tipocemiterio,98,Misto,tipocemiterio
asb_cemiterio,tipocemiterio,99,Outros,tipocemiterio
asb_dep_abast_agua,geometriaaproximada,1,Sim,geometriaaproximada
asb_dep_abast_agua,geometriaaproximada,2,Não,geometriaaproximada
asb_dep_abast_agua,operacional,0,Desconhecido,operacional
asb_dep_abast_agua,operacional,1,Sim,operacional
asb_dep_abast_agua,operacional,2,Não,operacional
asb_dep_abast_agua,situacaoagua,0,Desconhecida,situacaoagua
asb_dep_abast_agua,situacaoagua,6,Tratada,situacaoagua
asb_dep_abast_agua,situacaoagua,7,Não tratada,situacaoagua
asb_dep_abast_agua,tipodepabast,0,Desconhecido,tipodepabast
asb_dep_abast_agua,tipodepabast,1,Tanque,tipodepabast
asb_dep_abast_agua,tipodepabast,2,Caixa d`água,tipodepabast
asb_dep_abast_agua,tipodepabast,3,Cisterna,tipodepabast
asb_dep_abast_agua,tipodepabast,99,Outros,tipodepabast
asb_dep_saneamento,construcao,1,Fechada,construcao
asb_dep_saneamento,construcao,2,Aberta,construcao
asb_dep_saneamento,construcao,97,Não aplicável,construcao
asb_dep_saneamento,geometriaaproximada,1,Sim,geometriaaproximada
asb_dep_saneamento,geometriaaproximada,2,Não,geometriaaproximada
asb_dep_saneamento,operacional,0,Desconhecido,operacional
asb_dep_saneamento,operacional,1,Sim,operacional
asb_dep_saneamento,operacional,2,Não,operacional
asb_dep_saneamento,residuo,0,Desconhecido,residuo
asb_dep_saneamento,residuo,1,Líquido,residuo
asb_dep_saneamento,residuo,2,Sólido,residuo
asb_dep_saneamento,tipodepsaneam,0,Desconhecido,tipodepsaneam
asb_dep_saneamento,tipodepsaneam,1,Tanque,tipodepsaneam
asb_dep_saneamento,tipodepsaneam,4,Depósito de lixo,tipodepsaneam
asb_dep_saneamento,tipodepsaneam,5,Aterro sanitário,tipodepsaneam
asb_dep_saneamento,tipodepsaneam,6,Aterro controlado,tipodepsaneam
asb_dep_saneamento,tipodepsaneam,99,Outros,tipodepsaneam
asb_dep_saneamento,tiporesiduo,0,Desconhecido,tiporesiduo
asb_dep_saneamento,tiporesiduo,9,Esgoto,tiporesiduo
asb_dep_saneamento,tiporesiduo,12,Lixo domiciliar e comercial,tiporesiduo
asb_dep_saneamento,tiporesiduo,13,Lixo tóxico,tiporesiduo
asb_dep_saneamento,tiporesiduo,14,Lixo séptico,tiporesiduo
asb_dep_saneamento,tiporesiduo,15,Chorume,tiporesiduo
asb_dep_saneamento,tiporesiduo,16,Vinhoto,tiporesiduo
asb_dep_saneamento,tiporesiduo,98,Misto,tiporesiduo
asb_dep_saneamento,tiporesiduo,99,Outros,tiporesiduo
asb_descontinuidade_geometrica,motivodescontinuidade,1,Descontinuidade Temporal,motivodescontinuidade
asb_descontinuidade_geometrica,motivodescontinuidade,2,Descontinuidade devido a transformação,motivodescontinuidade
asb_descontinuidade_geometrica,motivodescontinuidade,3,Descontinuidade por escala de insumo,motivodescontinuidade
asb_descontinuidade_geometrica,motivodescontinuidade,4,Descontinuidade por falta de acurácia,motivodescontinuidade
asb_descontinuidade_geometrica,motivodescontinuidade,5,Descontinuidade por diferente interpretação das classes,motivodescontinuidade
asb_descontinuidade_geometrica,motivodescontinuidade,6,Descontinuidade por omissão,motivodescontinuidade
asb_descontinuidade_geometrica,motivodescontinuidade,7,Descontinuidade por excesso,motivodescontinuidade
asb_edif_abast_agua,operacional,0,Desconhecido,operacional
asb_edif_abast_agua,operacional,1,Sim,operacional
asb_edif_abast_agua,operacional,2,Não,operacional
asb_edif_abast_agua,situacaofisica,0,Desconhecida,situacaofisica
asb_edif_abast_agua,situacaofisica,1,Abandonada,situacaofisica
asb_edif_abast_agua,situacaofisica,2,Destruída,situacaofisica
asb_edif_abast_agua,situacaofisica,3,Em Construção,situacaofisica
asb_edif_abast_agua,situacaofisica,4,Planejada,situacaofisica
asb_edif_abast_agua,situacaofisica,5,Construída,situacaofisica
asb_edif_abast_agua,tipoedifabast,0,Desconhecido,tipoedifabast
asb_edif_abast_agua,tipoedifabast,1,Captação,tipoedifabast
asb_edif_abast_agua,tipoedifabast,2,Tratamento,tipoedifabast
asb_edif_abast_agua,tipoedifabast,3,Recalque,tipoedifabast
asb_edif_abast_agua,tipoedifabast,98,Misto,tipoedifabast
asb_edif_abast_agua,tipoedifabast,99,Outros,tipoedifabast
asb_edif_saneamento,geometriaaproximada,1,Sim,geometriaaproximada
asb_edif_saneamento,geometriaaproximada,2,Não,geometriaaproximada
asb_edif_saneamento,operacional,0,Desconhecido,operacional
asb_edif_saneamento,operacional,1,Sim,operacional
asb_edif_saneamento,operacional,2,Não,operacional
asb_edif_saneamento,tipoedifsaneam,0,Desconhecido,tipoedifsaneam
asb_edif_saneamento,tipoedifsaneam,3,Recalque,tipoedifsaneam
asb_edif_saneamento,tipoedifsaneam,5,Tratamento de esgoto,tipoedifsaneam
asb_edif_saneamento,tipoedifsaneam,6,Usina de reciclagem,tipoedifsaneam
asb_edif_saneamento,tipoedifsaneam,7,Incinerador,tipoedifsaneam
asb_edif_saneamento,tipoedifsaneam,99,Outros,tipoedifsaneam
eco_area_agrop_ext_veg_pesca,destinadoa,0,Desconhecido,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,5,Madeira,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,18,Açaí,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,34,Turfa,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,35,Látex,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,36,Castanha,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,37,Carnaúba,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,38,Coco,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,39,Jaborandi,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,40,Palmito,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,41,Babaçu,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,43,Pecuária,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,44,Pesca,destinadoa
eco_area_agrop_ext_veg_pesca,destinadoa,99,Outros,destinadoa
eco_area_agrop_ext_veg_pesca,geometriaaproximada,1,Sim,geometriaaproximada
eco_area_agrop_ext_veg_pesca,geometriaaproximada,2,Não,geometriaaproximada
eco_area_comerc_serv,geometriaaproximada,1,Sim,geometriaaproximada
eco_area_comerc_serv,geometriaaproximada,2,Não,geometriaaproximada
eco_area_ext_mineral,geometriaaproximada,1,Sim,geometriaaproximada
eco_area_ext_mineral,geometriaaproximada,2,Não,geometriaaproximada
eco_area_industrial,geometriaaproximada,1,Sim,geometriaaproximada
eco_area_industrial,geometriaaproximada,2,Não,geometriaaproximada
eco_deposito_geral,geometriaaproximada,1,Sim,geometriaaproximada
eco_deposito_geral,geometriaaproximada,2,Não,geometriaaproximada
eco_deposito_geral,operacional,0,Desconhecido,operacional
eco_deposito_geral,operacional,1,Sim,operacional
eco_deposito_geral,operacional,2,Não,operacional
eco_deposito_geral,tipoconteudo,0,Desconhecido,tipoconteudo
eco_deposito_geral,tipoconteudo,1,Insumo,tipoconteudo
eco_deposito_geral,tipoconteudo,2,Produto,tipoconteudo
eco_deposito_geral,tipoconteudo,3,Resíduo,tipoconteudo
eco_deposito_geral,tipodepgeral,0,Desconhecido,tipodepgeral
eco_deposito_geral,tipodepgeral,8,Galpão,tipodepgeral
eco_deposito_geral,tipodepgeral,9,Silo,tipodepgeral
eco_deposito_geral,tipodepgeral,10,Composteira,tipodepgeral
eco_deposito_geral,tipodepgeral,11,Depósito frigorífico,tipodepgeral
eco_deposito_geral,tipodepgeral,32,Armazém,tipodepgeral
eco_deposito_geral,tipodepgeral,99,Outros,tipodepgeral
eco_deposito_geral,tipoexposicao,0,Desconhecido,tipoexposicao
eco_deposito_geral,tipoexposicao,3,Fechado,tipoexposicao
eco_deposito_geral,tipoexposicao,4,Coberto,tipoexposicao
eco_deposito_geral,tipoexposicao,5,Céu aberto,tipoexposicao
eco_deposito_geral,tipoexposicao,99,Outros,tipoexposicao
eco_deposito_geral,tratamento,0,Desconhecido,tratamento
eco_deposito_geral,tratamento,1,Sim,tratamento
eco_deposito_geral,tratamento,2,Não,tratamento
eco_deposito_geral,tratamento,97,Não aplicável,tratamento
eco_deposito_geral,unidadevolume,0,Desconhecido,unidadevolume
eco_deposito_geral,unidadevolume,1,Litro,unidadevolume
eco_deposito_geral,unidadevolume,2,Metro cúbico,unidadevolume
eco_descontinuidade_geometrica,motivodescontinuidade,1,Descontinuidade Temporal,motivodescontinuidade
eco_descontinuidade_geometrica,motivodescontinuidade,2,Descontinuidade devido a transformação,motivodescontinuidade
eco_descontinuidade_geometrica,motivodescontinuidade,3,Descontinuidade por escala de insumo,motivodescontinuidade
eco_descontinuidade_geometrica,motivodescontinuidade,4,Descontinuidade por falta de acurácia,motivodescontinuidade
eco_descontinuidade_geometrica,motivodescontinuidade,5,Descontinuidade por diferente interpretação das classes,motivodescontinuidade
eco_descontinuidade_geometrica,motivodescontinuidade,6,Descontinuidade por omissão,motivodescontinuidade
eco_descontinuidade_geometrica,motivodescontinuidade,7,Descontinuidade por excesso,motivodescontinuidade
eco_edif_ext_mineral,geometriaaproximada,1,Sim,geometriaaproximada
eco_edif_ext_mineral,geometriaaproximada,2,Não,geometriaaproximada
eco_edif_agrop_ext_veg_pesca,geometriaaproximada,1,Sim,geometriaaproximada
eco_edif_agrop_ext_veg_pesca,geometriaaproximada,2,Não,geometriaaproximada
eco_edif_agrop_ext_veg_pesca,operacional,0,Desconhecido,operacional
eco_edif_agrop_ext_veg_pesca,operacional,1,Sim,operacional
eco_edif_agrop_ext_veg_pesca,operacional,2,Não,operacional
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,0,Desconhecido,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,12,Sede operacional de fazenda,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,13,Aviário,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,14,Apiário,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,15,Viveiro de plantas,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,16,Viveiro para acquicultura,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,17,Pocilga,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,18,Curral,tipoedifagropec
eco_edif_agrop_ext_veg_pesca,tipoedifagropec,99,Outros,tipoedifagropec
eco_edif_comerc_serv,finalidade,0,Desconhecido,finalidade_eco
eco_edif_comerc_serv,finalidade,1,Comercial,finalidade_eco
eco_edif_comerc_serv,finalidade,2,Serviço,finalidade_eco
eco_edif_comerc_serv,finalidade,98,Mista,finalidade_eco
eco_edif_comerc_serv,geometriaaproximada,1,Sim,geometriaaproximada
eco_edif_comerc_serv,geometriaaproximada,2,Não,geometriaaproximada
eco_edif_comerc_serv,operacional,0,Desconhecido,operacional
eco_edif_comerc_serv,operacional,1,Sim,operacional
eco_edif_comerc_serv,operacional,2,Não,operacional
eco_edif_comerc_serv,tipoedifcomercserv,0,Desconhecido,tipoedifcomercserv
eco_edif_comerc_serv,tipoedifcomercserv,3,Centro comercial,tipoedifcomercserv
eco_edif_comerc_serv,tipoedifcomercserv,4,Mercado,tipoedifcomercserv
eco_edif_comerc_serv,tipoedifcomercserv,5,Centro de convenções,tipoedifcomercserv
eco_edif_comerc_serv,tipoedifcomercserv,6,Feira,tipoedifcomercserv
eco_edif_comerc_serv,tipoedifcomercserv,7,Hotel/motel/pousada,tipoedifcomercserv
eco_edif_comerc_serv,tipoedifcomercserv,8,Restaurante,tipoedifcomercserv
eco_edif_comerc_serv,tipoedifcomercserv,99,Outros,tipoedifcomercserv
eco_edif_ext_mineral,operacional,0,Desconhecido,operacional
eco_edif_ext_mineral,operacional,1,Sim,operacional
eco_edif_ext_mineral,operacional,2,Não,operacional
eco_edif_industrial,chamine,1,Sim,chamine
eco_edif_industrial,chamine,2,Não,chamine
eco_edif_industrial,geometriaaproximada,1,Sim,geometriaaproximada
eco_edif_industrial,geometriaaproximada,2,Não,geometriaaproximada
eco_edif_industrial,operacional,0,Desconhecido,operacional
eco_edif_industrial,operacional,1,Sim,operacional
eco_edif_industrial,operacional,2,Não,operacional
eco_equip_agropec,geometriaaproximada,1,Sim,geometriaaproximada
eco_equip_agropec,geometriaaproximada,2,Não,geometriaaproximada
eco_equip_agropec,operacional,0,Desconhecido,operacional
eco_equip_agropec,operacional,1,Sim,operacional
eco_equip_agropec,operacional,2,Não,operacional
eco_equip_agropec,tipoequipagropec,0,Desconhecido,tipoequipagropec
eco_equip_agropec,tipoequipagropec,1,Pivô central,tipoequipagropec
eco_equip_agropec,tipoequipagropec,99,Outros,tipoequipagropec
eco_ext_mineral,atividade,0,Desconhecido,atividade
eco_ext_mineral,atividade,9,Prospecção,atividade
eco_ext_mineral,atividade,10,Produção,atividade
eco_ext_mineral,formaextracao,0,Desconhecida,formaextracao
eco_ext_mineral,formaextracao,5,Céu aberto,formaextracao
eco_ext_mineral,formaextracao,6,Subterrâneo,formaextracao
eco_ext_mineral,geometriaaproximada,1,Sim,geometriaaproximada
eco_ext_mineral,geometriaaproximada,2,Não,geometriaaproximada
eco_ext_mineral,operacional,0,Desconhecido,operacional
eco_ext_mineral,operacional,1,Sim,operacional
eco_ext_mineral,operacional,2,Não,operacional
eco_ext_mineral,procextracao,0,Desconhecido,procextracao
eco_ext_mineral,procextracao,1,Mecanizado,procextracao
eco_ext_mineral,procextracao,2,Manual,procextracao
eco_ext_mineral,tipoextmin,0,Desconhecido,tipoextmin
eco_ext_mineral,tipoextmin,1,Poço,tipoextmin
eco_ext_mineral,tipoextmin,4,Mina,tipoextmin
eco_ext_mineral,tipoextmin,5,Garimpo,tipoextmin
eco_ext_mineral,tipoextmin,6,Salina,tipoextmin
eco_ext_mineral,tipoextmin,7,Pedreira,tipoextmin
eco_ext_mineral,tipoextmin,8,Ponto de Prospecção,tipoextmin
eco_ext_mineral,tipoextmin,99,Outros,tipoextmin
eco_ext_mineral,tipopocomina,0,Desconhecido,tipopocomina
eco_ext_mineral,tipopocomina,2,Horizontal,tipopocomina
eco_ext_mineral,tipopocomina,3,Vertical,tipopocomina
eco_ext_mineral,tipopocomina,97,Não aplicável,tipopocomina
eco_plataforma,geometriaaproximada,1,Sim,geometriaaproximada
eco_plataforma,geometriaaproximada,2,Não,geometriaaproximada
eco_plataforma,tipoplataforma,0,Desconhecido,tipoplataforma
eco_plataforma,tipoplataforma,3,Petróleo,tipoplataforma
eco_plataforma,tipoplataforma,5,Gás,tipoplataforma
eco_plataforma,tipoplataforma,98,Misto,tipoplataforma
edu_area_ensino,geometriaaproximada,1,Sim,geometriaaproximada
edu_area_ensino,geometriaaproximada,2,Não,geometriaaproximada
edu_area_lazer,geometriaaproximada,1,Sim,geometriaaproximada
edu_area_lazer,geometriaaproximada,2,Não,geometriaaproximada
edu_area_religiosa,geometriaaproximada,1,Sim,geometriaaproximada
edu_area_religiosa,geometriaaproximada,2,Não,geometriaaproximada
edu_area_ruinas,geometriaaproximada,1,Sim,geometriaaproximada
edu_area_ruinas,geometriaaproximada,2,Não,geometriaaproximada
edu_arquibancada,geometriaaproximada,1,Sim,geometriaaproximada
edu_arquibancada,geometriaaproximada,2,Não,geometriaaproximada
edu_arquibancada,operacional,0,Desconhecido,operacional
edu_arquibancada,operacional,1,Sim,operacional
edu_arquibancada,operacional,2,Não,operacional
edu_descontinuidade_geometrica,motivodescontinuidade,1,Descontinuidade Temporal,motivodescontinuidade
edu_descontinuidade_geometrica,motivodescontinuidade,2,Descontinuidade devido a transformação,motivodescontinuidade
edu_descontinuidade_geometrica,motivodescontinuidade,3,Descontinuidade por escala de insumo,motivodescontinuidade
edu_descontinuidade_geometrica,motivodescontinuidade,4,Descontinuidade por falta de acurácia,motivodescontinuidade
edu_descontinuidade_geometrica,motivodescontinuidade,5,Descontinuidade por diferente interpretação das classes,motivodescontinuidade
edu_descontinuidade_geometrica,motivodescontinuidade,6,Descontinuidade por omissão,motivodescontinuidade
edu_descontinuidade_geometrica,motivodescontinuidade,7,Descontinuidade por excesso,motivodescontinuidade
edu_campo_quadra,geometriaaproximada,1,Sim,geometriaaproximada
edu_campo_quadra,geometriaaproximada,2,Não,geometriaaproximada
edu_campo_quadra,operacional,0,Desconhecido,operacional
edu_campo_quadra,operacional,1,Sim,operacional
edu_campo_quadra,operacional,2,Não,operacional
edu_campo_quadra,tipocampoquadra,0,Desconhecido,tipocampoquadra
edu_campo_quadra,tipocampoquadra,1,Futebol,tipocampoquadra
edu_campo_quadra,tipocampoquadra,2,Basquete,tipocampoquadra
edu_campo_quadra,tipocampoquadra,3,Vôlei,tipocampoquadra
edu_campo_quadra,tipocampoquadra,4,Pólo,tipocampoquadra
edu_campo_quadra,tipocampoquadra,5,Hipismo,tipocampoquadra
edu_campo_quadra,tipocampoquadra,6,Poliesportiva,tipocampoquadra
edu_campo_quadra,tipocampoquadra,7,Tênis,tipocampoquadra
edu_campo_quadra,tipocampoquadra,99,Outros,tipocampoquadra
edu_coreto_tribuna,geometriaaproximada,1,Sim,geometriaaproximada
edu_coreto_tribuna,geometriaaproximada,2,Não,geometriaaproximada
edu_coreto_tribuna,operacional,0,Desconhecido,operacional
edu_coreto_tribuna,operacional,1,Sim,operacional
edu_coreto_tribuna,operacional,2,Não,operacional
edu_edif_const_lazer,geometriaaproximada,1,Sim,geometriaaproximada
edu_edif_const_lazer,geometriaaproximada,2,Não,geometriaaproximada
edu_edif_const_lazer,operacional,0,Desconhecido,operacional
edu_edif_const_lazer,operacional,1,Sim,operacional
edu_edif_const_lazer,operacional,2,Não,operacional
edu_edif_const_lazer,tipoediflazer,0,Desconhecido,tipoediflazer
edu_edif_const_lazer,tipoediflazer,1,Estádio,tipoediflazer
edu_edif_const_lazer,tipoediflazer,2,Ginásio,tipoediflazer
edu_edif_const_lazer,tipoediflazer,3,Museu,tipoediflazer
edu_edif_const_lazer,tipoediflazer,4,Teatro,tipoediflazer
edu_edif_const_lazer,tipoediflazer,5,Anfiteatro,tipoediflazer
edu_edif_const_lazer,tipoediflazer,6,Cinema,tipoediflazer
edu_edif_const_lazer,tipoediflazer,7,Centro cultural,tipoediflazer
edu_edif_const_lazer,tipoediflazer,8,Plataforma de pesca,tipoediflazer
edu_edif_const_lazer,tipoediflazer,9,Chaminé,tipoediflazer
edu_edif_const_lazer,tipoediflazer,99,Outros,tipoediflazer
edu_edif_const_turistica,geometriaaproximada,1,Sim,geometriaaproximada
edu_edif_const_turistica,geometriaaproximada,2,Não,geometriaaproximada
edu_edif_const_turistica,operacional,0,Desconhecido,operacional
edu_edif_const_turistica,operacional,1,Sim,operacional
edu_edif_const_turistica,operacional,2,Não,operacional
edu_edif_const_turistica,ovgd,0,Desconhecido,ovgd
edu_edif_const_turistica,ovgd,1,Sim,ovgd
edu_edif_const_turistica,ovgd,2,Não,ovgd
edu_edif_const_turistica,tipoedifturist,0,Desconhecido,tipoedifturist
edu_edif_const_turistica,tipoedifturist,9,Cruzeiro,tipoedifturist
edu_edif_const_turistica,tipoedifturist,10,Estátua,tipoedifturist
edu_edif_const_turistica,tipoedifturist,11,Mirante,tipoedifturist
edu_edif_const_turistica,tipoedifturist,12,Monumento,tipoedifturist
edu_edif_const_turistica,tipoedifturist,13,Panteão,tipoedifturist
edu_edif_const_turistica,tipoedifturist,99,Outros,tipoedifturist
edu_edif_ensino,geometriaaproximada,1,Sim,geometriaaproximada
edu_edif_ensino,geometriaaproximada,2,Não,geometriaaproximada
edu_edif_ensino,operacional,0,Desconhecido,operacional
edu_edif_ensino,operacional,1,Sim,operacional
edu_edif_ensino,operacional,2,Não,operacional
edu_edif_religiosa,tipoedifrelig,0,Desconhecido,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,1,Igreja,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,2,Templo,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,3,Centro,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,4,Mosteiro,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,5,Convento,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,6,Mesquita,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,7,Sinagoga,tipoedifrelig
edu_edif_religiosa,tipoedifrelig,99,Outros,tipoedifrelig
edu_edif_religiosa,ensino,0,Desconhecido,ensino
edu_edif_religiosa,ensino,1,Sim,ensino
edu_edif_religiosa,ensino,2,Não,ensino
edu_edif_religiosa,geometriaaproximada,1,Sim,geometriaaproximada
edu_edif_religiosa,geometriaaproximada,2,Não,geometriaaproximada
edu_edif_religiosa,operacional,0,Desconhecido,operacional
edu_edif_religiosa,operacional,1,Sim,operacional
edu_edif_religiosa,operacional,2,Não,operacional
edu_piscina,geometriaaproximada,1,Sim,geometriaaproximada
edu_piscina,geometriaaproximada,2,Não,geometriaaproximada
edu_piscina,operacional,0,Desconhecido,operacional
edu_piscina,operacional,1,Sim,operacional
edu_piscina,operacional,2,Não,operacional
edu_pista_competicao,geometriaaproximada,1,Sim,geometriaaproximada
